Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,KHC,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2015-01-02,66.51834106445312,29.78341293334961,67.88457489013672,23.26656913757324,114.13603973388672,24.545080184936523,47.36126327514648,29.08823013305664,79.62162780761719,53.39671325683594,,36.22312927246094,79.77976989746094,30.09742546081543,25.687423706054688,56.50352096557617,83.46760559082031,65.71788024902344,31.198530197143555,34.13642501831055
2015-01-05,66.20207214355469,29.78341293334961,67.37419128417969,23.198854446411133,112.8384246826172,24.40472984313965,47.00468826293945,28.65336036682129,79.16683959960938,53.00225830078125,,35.5683708190918,79.21824645996094,29.802873611450195,25.505475997924805,56.15925979614258,85.45367431640625,64.92671966552734,30.723478317260746,33.75660705566406
2015-01-06,65.9005126953125,30.009567260742188,66.86384582519531,23.377620697021484,114.32948303222656,24.550098419189453,47.40803146362305,28.45570182800293,78.40196228027344,52.445404052734375,,35.4797248840332,79.47978973388672,29.64426612854004,25.505475997924805,55.891502380371094,86.00159454345703,64.32685852050781,30.517841339111328,33.47605514526367
2015-01-07,66.24620056152344,30.384164810180664,68.81902313232422,23.997880935668945,116.32025909423828,25.00119972229004,47.76462173461914,29.34914207458496,78.94634246826172,52.863040924072266,,36.22994613647461,80.87981414794922,30.512828826904297,26.27775764465332,57.681617736816406,88.21884155273438,64.62242126464844,31.86505699157715,33.85158157348633
2015-01-08,67.00377655029297,30.751686096191406,70.06977844238281,24.504384994506836,117.31964111328124,25.422229766845703,48.48362731933594,29.720752716064453,80.61386108398438,53.58232498168945,,36.82107162475586,82.44139862060547,31.06418228149414,26.767000198364254,59.46407699584961,92.14824676513672,65.5527114868164,32.50908279418945,34.520572662353516
2015-01-09,66.37861633300781,30.41243553161621,69.5953369140625,24.201026916503903,115.51425170898438,25.36208152770996,48.355018615722656,29.42821502685547,79.89037322998047,53.056400299072266,,36.449893951416016,81.85678100585938,31.15481185913086,26.62143898010254,59.349334716796875,91.8914031982422,65.11799621582031,32.41626739501953,34.408348083496094
2015-01-12,66.13587951660156,30.13678550720215,69.30780029296875,24.382497787475582,114.8694839477539,25.522464752197266,48.54791641235352,29.15148162841797,79.76634979248047,52.79344177246094,,36.18870544433594,81.10291290283203,30.86780548095703,26.686134338378903,58.875022888183594,91.57466888427734,64.56158447265625,32.52336502075195,34.309085845947266
2015-01-13,66.41537475585938,30.12973403930664,69.25749969482422,24.190183639526367,113.71688842773438,25.72296905517578,48.577144622802734,28.96171188354492,79.98683166503906,53.15694046020508,,36.229942321777344,82.05677795410156,30.777170181274418,26.686134338378903,58.27068328857422,91.00108337402344,64.78762817382812,32.50908279418945,34.38677978515625
2015-01-14,66.18734741210938,30.080251693725582,69.4875259399414,23.45887565612793,112.28226470947266,25.928462982177734,48.76422882080078,28.898456573486328,80.09020233154297,52.940391540527344,,36.374290466308594,82.32604217529297,30.41464614868164,26.585050582885746,57.36029815673828,92.82453918457033,64.43986511230469,32.544795989990234,34.60258483886719
2015-01-15,66.09175872802734,29.953031539916992,69.4875259399414,23.667436599731445,112.28226470947266,26.29937171936035,48.413455963134766,28.89055633544922,80.09020233154297,52.83985137939453,,36.73859405517578,83.43376159667969,30.40709114074707,26.932777404785156,57.03901290893555,92.61051940917967,64.08338928222656,32.908931732177734,34.88311767578125
2015-01-16,67.11408233642578,30.059053421020508,69.93318939208984,23.502208709716797,112.61270904541016,26.590089797973633,48.34333801269531,29.20682144165039,81.06866455078125,53.49723434448242,,36.711090087890625,85.12614440917969,30.2258243560791,26.98534393310547,57.41387939453125,95.53833770751952,64.52679443359375,33.23737716674805,35.539180755615234
2015-01-20,67.06996154785156,30.504323959350582,70.09132385253906,23.480541229248047,112.33869934082033,26.981040954589844,48.85774612426758,29.27007293701172,80.98597717285156,53.33481979370117,,37.39155960083008,84.91073608398438,29.878400802612305,26.847869873046875,57.55155944824219,95.024658203125,64.79632568359375,33.51585388183594,35.60393142700195
2015-01-21,67.20625305175781,30.645675659179688,70.01226806640625,23.46700096130371,112.1452178955078,27.201580047607425,49.42477798461914,29.372859954833984,81.0273208618164,53.14045715332031,,37.17161178588867,84.77227020263672,30.42975616455078,27.09046745300293,58.64553451538086,94.62228393554688,64.31815338134766,33.637229919433594,35.51760482788086
2015-01-22,67.86549377441406,30.942523956298828,71.09048461914062,23.916624069213867,113.86203002929688,27.397058486938477,49.78135681152344,29.720752716064453,81.98512268066406,53.89461517333984,,37.65275955200195,85.21841430664062,30.731853485107425,27.37350273132324,59.73948287963867,95.36710357666016,65.30055236816406,33.86571502685547,35.99238204956055
2015-01-23,66.72480010986328,30.61033821105957,70.82451629638672,23.973501205444336,114.49069213867188,27.161489486694336,48.413455963134766,29.20682144165039,76.93428039550781,52.1997184753418,,37.50152969360352,83.55683898925781,30.950878143310547,27.4786319732666,59.73948287963867,94.69078826904295,64.07472229003906,33.34449768066406,35.388118743896484
2015-01-26,66.35443115234375,30.39123916625977,70.93952941894531,24.00600814819336,115.18382263183594,27.286788940429688,48.54791641235352,28.92218017578125,75.69395446777344,51.53886413574219,,37.76959991455078,84.10301208496094,30.91311264038086,27.866790771484375,59.80833053588867,95.64104461669922,63.34441375732422,33.387325286865234,35.71615982055664
2015-01-27,64.06558227539062,29.96009826660156,69.52346801757812,23.708065032958984,113.6363296508789,27.346935272216797,47.700286865234375,28.5268611907959,76.2865219116211,51.049068450927734,,37.87957763671875,83.98764038085938,30.73940658569336,28.036609649658203,59.326377868652344,95.27291107177734,62.379371643066406,33.23737716674805,35.40107345581055
2015-01-28,63.073001861572266,29.62792205810547,68.80464172363281,23.515758514404297,112.53214263916016,27.071258544921875,47.10405349731445,28.20268821716309,75.5423812866211,50.62922668457031,,37.17161178588867,82.83373260498047,30.286243438720703,27.85062599182129,59.06629180908203,94.41685485839844,61.20570373535156,32.71614456176758,35.22412109375
2015-01-29,63.45817184448242,29.75513458251953,69.02748107910156,23.7595272064209,113.35421752929688,27.261722564697266,47.47817611694336,28.258041381835938,75.94890594482422,53.66915512084961,,36.86231231689453,79.4566879272461,30.13519287109375,28.036609649658203,59.6935920715332,95.6923828125,62.57061767578125,33.173118591308594,35.68162155151367
2015-01-30,62.43597412109375,29.09783172607422,67.41016387939453,23.01738166809082,115.24827575683594,26.61515235900879,46.90530776977539,27.862714767456055,74.3916244506836,52.49516296386719,,36.071868896484375,78.62588500976562,29.58384132385254,27.919357299804688,58.087059020996094,94.55379486083984,61.37089157104492,32.65902328491211,34.92628860473633
2015-02-02,63.050777435302734,29.394685745239254,68.5243148803711,23.215099334716797,117.67430877685548,26.966001510620117,47.71785354614258,28.273845672607425,75.87309265136719,53.63805389404297,,36.47739791870117,80.04901885986328,29.024946212768555,28.174076080322266,58.31658172607422,95.2814712524414,62.448951721191406,33.080299377441406,35.426971435546875
2015-02-03,63.66555404663086,29.422956466674805,69.14967346191406,23.345115661621097,123.92074584960938,27.19656562805176,48.074424743652344,28.511056900024418,75.91444396972656,53.79353332519531,,36.60799407958984,80.54135131835938,29.86329460144043,28.50564193725586,59.54823303222656,95.298583984375,63.32703399658203,33.38018798828125,35.69025802612305
2015-02-04,63.54706573486328,29.45829391479492,69.43721771240234,23.46971321105957,125.6697006225586,27.081283569335938,47.98089599609375,28.479421615600582,75.70084381103516,53.80131912231445,,36.58049774169922,81.31059265136719,30.10498046875,28.84932518005371,59.41817855834961,95.93209838867188,63.074913024902344,33.86571502685547,36.083030700683594
2015-02-05,64.22112274169922,29.536035537719727,69.44441223144531,23.640352249145508,124.14591217041016,26.90084648132324,48.267337799072266,28.669187545776367,75.81109619140625,54.26003646850586,,36.704227447509766,81.39521789550781,30.112531661987305,28.93020248413086,59.831295013427734,96.44577026367188,68.16088104248047,34.2155876159668,35.9233283996582
2015-02-06,63.41374206542969,29.295743942260746,69.51626586914062,23.653886795043945,123.82115936279295,26.73042869567871,47.50740814208984,28.3924560546875,75.1427230834961,53.87906265258789,,36.53926086425781,81.17980194091797,30.39952850341797,28.994888305664062,59.02800750732422,96.6597900390625,69.16072082519531,34.35124206542969,35.518131256103516
2015-02-09,62.99894714355469,29.14024353027344,68.98434448242188,23.269268035888672,122.85517120361328,26.64521598815918,47.25019836425781,28.23431968688965,74.57074737548828,53.70024490356445,,36.429290771484375,80.73365020751953,30.286243438720703,28.647159576416016,58.40072250366211,95.76084899902344,69.08244323730469,33.95140075683594,35.457454681396484
2015-02-10,63.25076675415039,29.9671630859375,70.43637084960938,23.643054962158203,123.42145538330078,26.950965881347656,47.396339416503906,28.313377380371097,75.25984191894531,53.987918853759766,,36.587379455566406,81.44906616210938,30.059663772583008,28.98679542541504,56.006229400634766,97.07923889160156,69.56060791015625,34.29412841796875,35.92116165161133
2015-02-11,63.43595504760742,29.945960998535156,72.16869354248047,23.3857421875,123.08341217041016,27.447175979614254,48.21470642089844,29.04869270324707,75.3149642944336,54.01123809814453,,36.53926086425781,81.67216491699219,29.39501953125,29.06990623474121,55.845603942871094,97.19053649902344,69.86489868164062,34.151336669921875,36.077171325683594
2015-02-12,63.72481918334961,29.804603576660156,72.07524108886719,23.263853073120117,123.33380889892578,27.83814239501953,48.92205810546875,29.238445281982425,75.92134857177734,54.30668640136719,,36.38116836547851,82.04908752441406,29.953929901123047,29.36988639831543,56.442283630371094,97.17340087890624,70.34308624267578,34.072784423828125,36.124847412109375
2015-02-13,63.628536224365234,29.67738914489746,71.25579833984375,23.2421875,122.78292083740234,27.447175979614254,48.44271469116211,29.080318450927734,76.48636627197266,54.48550796508789,,36.071868896484375,81.5567398071289,29.86329460144043,29.53608512878418,55.707889556884766,96.76248931884766,71.71672821044922,33.47301483154297,36.41518020629883
2015-02-17,63.324832916259766,29.550168991088867,70.70233154296875,23.28282356262207,123.14183807373048,27.63764190673828,48.349159240722656,29.372859954833984,76.67243194580078,54.571014404296875,,35.97563171386719,81.47216796875,29.88594436645508,29.694194793701172,58.06411361694336,97.70415496826172,71.09947204589844,33.487281799316406,36.54085540771485
2015-02-18,63.89521408081055,29.493629455566406,71.3995590209961,23.372203826904297,122.89141082763672,27.687772750854492,48.518699645996094,29.20682144165039,76.9687271118164,54.8431396484375,,36.346805572509766,82.27217102050781,30.142744064331055,29.767166137695312,58.33953475952149,98.17501068115234,70.85602569580078,33.78718185424805,36.735877990722656
2015-02-19,63.1174201965332,29.762203216552734,70.96109771728516,22.621929168701172,122.42398071289062,27.80807113647461,48.29655456542969,29.246355056762695,76.2520751953125,54.586570739746094,,36.73859405517578,81.50291442871094,29.123138427734375,29.365835189819336,57.742820739746094,98.26063537597656,70.49087524414062,33.29450225830078,36.49753189086914
2015-02-20,62.8656005859375,29.663259506225582,71.20545959472656,22.83320045471191,123.1501693725586,27.873226165771484,48.54208755493164,29.23054313659668,76.45880126953125,54.60990524291992,,36.75232696533203,82.4952621459961,29.953929901123047,29.507722854614254,58.6225700378418,99.09101104736328,71.11685180664062,33.30165100097656,36.99589538574219
2015-02-23,63.25076675415039,29.578447341918945,71.48579406738281,22.91445541381836,123.85964965820312,27.823097229003903,48.45439529418945,29.246355056762695,76.47948455810547,54.95198440551758,,36.766082763671875,81.92703247070312,29.908607482910156,29.649600982666016,58.75264358520508,98.40618133544922,71.41243743896484,33.70863342285156,37.22557067871094
2015-02-24,63.33224868774414,29.776350021362305,71.57925415039062,22.906330108642575,123.7094497680664,27.928361892700195,48.81682586669922,29.262176513671875,76.06604766845703,55.20855712890625,,36.71796798706055,81.74918365478516,29.86329460144043,29.56042098999023,58.57666015625,99.05677795410156,71.09075164794922,33.71577453613281,37.32958221435547
2015-02-25,63.30259704589844,29.719789505004883,71.52175903320312,22.635473251342773,123.1000747680664,27.888263702392575,48.79344177246094,28.985445022583008,75.90752410888672,55.20855712890625,,36.80045700073242,80.65911865234375,29.810426712036133,29.329347610473633,58.2075080871582,97.71273040771484,71.39595794677734,33.68007278442383,37.065223693847656
2015-02-26,63.08781814575195,30.009567260742188,71.21266174316406,22.69776153564453,122.4072723388672,28.113815307617188,48.40178680419922,29.03287696838379,75.73529052734375,55.28631591796875,,36.71796798706055,80.117919921875,29.56118392944336,29.223953247070312,59.4073371887207,99.1167221069336,71.74471282958984,33.180259704589844,37.03055191040039
2015-02-27,63.05815505981445,30.603267669677734,71.14796447753906,22.73297882080078,122.6660614013672,28.21405792236328,48.49530029296875,29.20682144165039,75.56301879882812,55.06084060668945,,36.97228240966797,80.23388671875,29.44789123535156,28.8428897857666,58.369022369384766,98.20926666259766,72.0848159790039,33.26595687866211,36.89621353149414
2015-03-02,63.265594482421875,30.53257751464844,71.16236114501953,22.741106033325195,123.48406219482422,28.319311141967773,48.489471435546875,29.167293548583984,76.07982635498047,55.20855712890625,,36.772953033447266,79.36799621582031,29.43278694152832,28.757755279541016,58.3844108581543,99.28790283203124,72.7213134765625,33.38018798828125,37.06956100463867
2015-03-03,63.08039474487305,30.35589027404785,70.73107147216797,22.581300735473633,123.00827026367188,28.29926872253418,48.34333801269531,28.96961784362793,75.9764633178711,54.95198440551758,,36.75920104980469,79.28295135498047,29.37992477416992,28.368595123291016,57.4768180847168,98.57736206054688,72.29405212402344,33.52299499511719,37.047889709472656
2015-03-04,62.48042297363281,30.037845611572266,70.45247650146484,22.36732292175293,122.8413314819336,27.96345329284668,48.03351211547851,28.81149673461914,75.27490997314453,54.95198440551758,,36.5736198425293,78.494384765625,29.311948776245117,28.234819412231445,57.14611053466797,97.96100616455078,71.70115661621094,33.06601333618164,36.78787612915039
2015-03-05,62.687801361083984,29.9671630859375,70.3583984375,22.635473251342773,126.18011474609376,27.81808853149414,47.76462173461914,28.866832733154297,75.33741760253906,55.55842590332031,,36.621734619140625,79.12834930419922,29.54607582092285,30.12390518188477,57.25377655029297,97.43878936767578,72.56437683105469,33.04460144042969,36.94823455810547
2015-03-06,61.22858810424805,29.345216751098633,69.59135437011719,22.370038986206055,124.81954956054688,26.750476837158203,46.79423522949219,27.846885681152344,74.1982650756836,53.84019088745117,,35.83129119873047,77.04095458984375,29.19111442565918,30.140111923217773,57.09226608276367,94.94758605957033,71.70115661621094,32.20207595825195,36.30250930786133
2015-03-09,61.547115325927734,29.253326416015625,69.4972915649414,22.448579788208008,125.77106475830078,26.981040954589844,47.02806091308594,28.00502014160156,74.3371810913086,54.10455322265625,,36.08561706542969,77.31925201416016,29.41013526916504,30.431987762451172,57.538352966308594,98.64584350585938,72.2679443359375,32.48051834106445,36.692527770996094
2015-03-10,60.39897537231445,28.758583068847656,68.33226776123047,22.229190826416016,123.66770935058594,26.665266036987305,46.32658767700195,27.27762031555176,72.77430725097656,53.17934799194336,,35.59760284423828,76.16729736328125,29.040061950683594,29.998228073120117,56.469268798828125,98.0722885131836,70.86405181884766,32.237770080566406,36.23316192626953
2015-03-11,60.28785705566406,28.341583251953125,67.75334930419922,21.98668098449707,123.03331756591795,26.174062728881836,45.49065399169922,27.151124954223633,72.3436279296875,52.78281784057617,,35.53573989868164,76.63119506835938,29.002290725708008,30.286046981811523,56.669246673583984,98.97117614746094,70.19264221191406,31.916458129882812,36.419525146484375
2015-03-12,60.80636978149414,28.911693572998047,69.25848388671875,22.316375732421875,124.73609924316406,26.33100700378418,46.022613525390625,27.672954559326172,73.41334533691406,53.28040313720703,,36.168094635009766,77.77538299560547,29.30440139770508,30.926551818847656,58.19980239868164,101.00863647460938,70.82047271728516,32.33058166503906,36.800880432128906
2015-03-13,60.61378479003906,28.441360473632812,68.25264739990234,22.316375732421875,124.6025390625,26.01712417602539,45.39128494262695,27.28552627563477,73.48280334472656,53.22598648071289,,35.84504699707031,77.21874237060547,29.130695343017575,30.95087242126465,57.73062896728515,99.68173217773438,70.21881866455078,32.36629104614258,36.55818176269531
2015-03-16,61.895240783691406,28.712169647216797,69.07034301757812,22.695127487182617,125.19518280029295,26.371519088745117,45.531593322753906,27.44365882873535,73.92735290527344,53.661373138427734,,36.02375793457031,77.97640991210938,29.236425399780273,31.23464584350586,57.946006774902344,100.4864273071289,70.75942993164062,32.31629943847656,37.052223205566406
