Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2015-01-28,20.639339447021484,55.77507400512695,32.69544982910156,48.72868347167969,42.88002395629883,17.848119735717773,40.539276123046875,26.68397521972656
2015-01-29,20.96605110168457,56.733768463134766,33.08401107788086,49.53614044189453,43.11006546020508,17.862594604492188,41.11155700683594,27.15424537658691
2015-01-30,20.511661529541016,55.3243293762207,31.786712646484375,48.12778091430664,42.49440383911133,17.38503646850586,40.0313606262207,26.740989685058594
2015-02-02,20.667503356933594,55.23542785644531,31.824331283569336,48.647308349609375,42.66353225708008,17.38985824584961,40.4820442199707,26.76949119567871
2015-02-03,20.699426651000977,55.09574890136719,31.83684730529785,49.18561553955078,42.46056365966797,17.814359664916992,40.707374572753906,26.819358825683594
2015-02-04,20.54920959472656,54.58787536621094,30.99706268310547,48.590972900390625,42.09522247314453,17.4573917388916,40.07071685791016,26.505849838256836
2015-02-05,20.59990692138672,55.057655334472656,31.15374755859375,49.25445938110352,42.250831604003906,17.655174255371094,40.5678825378418,26.762353897094727
2015-02-06,19.865737915039062,52.76570510864258,30.18860244750977,47.389190673828125,40.36073303222656,16.883359909057617,38.704376220703125,25.444189071655273
2015-02-09,19.62539291381836,52.50539016723633,29.950456619262695,47.088741302490234,39.73979568481445,16.632518768310547,38.58634948730469,25.180561065673828
2015-02-10,20.246906280517575,53.445045471191406,30.508235931396484,47.98381805419922,40.46991729736328,16.883359909057617,39.48054504394531,25.828954696655273
2015-02-11,19.726797103881836,52.461185455322266,30.050737380981445,46.39395904541016,39.767093658447266,16.674083709716797,38.31450653076172,25.33018493652344
2015-02-12,19.77936553955078,51.954856872558594,29.502635955810547,46.143577575683594,39.5623893737793,16.761680603027344,38.15355682373047,25.315933227539062
2015-02-13,19.45640754699707,51.17288589477539,29.071741104125977,45.63658142089844,39.46003341674805,16.309062957763672,37.75652313232422,24.93829917907715
2015-02-17,19.418859481811523,50.88447952270508,28.856313705444336,45.80559539794922,39.487327575683594,16.104642868041992,38.00690078735352,25.07367515563965
2015-02-18,19.99530029296875,51.897186279296875,29.680044174194336,46.73822021484375,40.34027099609375,16.498870849609375,39.24089431762695,25.86458396911621
2015-02-19,19.796266555786133,50.743465423583984,29.268178939819336,46.18740463256836,39.85580062866211,16.2652587890625,39.05848693847656,25.807579040527344
2015-02-20,19.82818603515625,50.44862747192383,29.236482620239254,46.31257629394531,40.06732940673828,16.250661849975586,39.32316589355469,25.59381866455078
2015-02-23,19.90141487121582,50.8011589050293,29.44559860229492,46.25625991821289,40.31979751586914,16.44046974182129,39.541351318359375,25.92158317565918
2015-02-24,19.918312072753903,51.179298400878906,29.711732864379883,46.35639190673828,40.44944381713867,16.932025909423828,39.441192626953125,25.900203704833984
2015-02-25,19.628931045532227,50.64091110229492,29.097097396850582,45.91312026977539,39.6306266784668,16.786022186279297,38.858184814453125,25.38006019592285
2015-02-26,19.572193145751953,50.35248947143555,28.995708465576172,45.43320846557617,39.1734504699707,16.528078079223633,38.79021835327149,25.2375545501709
2015-02-27,19.56841087341309,50.34608459472656,29.014724731445312,45.52162170410156,39.28944778442383,16.508604049682617,38.70079803466797,25.13780212402344
2015-03-02,19.20524787902832,49.391075134277344,28.43176651000977,44.40394592285156,38.31371307373047,15.978109359741213,38.318084716796875,24.51791000366211
2015-03-03,19.280914306640625,49.67951202392578,28.60918426513672,44.81439208984375,38.709449768066406,16.070581436157227,38.86891174316406,24.71741104125977
2015-03-04,19.17688751220703,49.40389633178711,28.40642547607422,44.58707046508789,38.60711669921875,15.87590789794922,38.597076416015625,24.63904190063477
2015-03-05,19.316848754882812,49.724369049072266,28.52681350708008,44.946990966796875,38.94828414916992,16.046247482299805,38.91898727416992,24.888425827026367
2015-03-06,18.66809844970703,48.04509735107422,27.937519073486328,43.93667221069336,37.53582763671875,15.70556640625,38.2715950012207,23.976396560668945
2015-03-09,18.711597442626953,47.91691970825195,27.886823654174805,43.93035888671875,37.651832580566406,15.622824668884276,38.629268646240234,24.28277587890625
2015-03-10,18.5338077545166,47.878456115722656,27.83613014221191,43.73460388183594,37.7064094543457,15.63741970062256,38.200050354003906,24.33977508544922
2015-03-11,18.53192138671875,47.6092414855957,27.70307350158691,43.41255187988281,37.37206268310547,15.49141788482666,37.96754455566406,24.1188907623291
2015-03-12,19.0123348236084,48.25020217895508,28.171974182128903,44.08821487426758,38.190879821777344,15.909971237182615,38.80453109741211,24.546411514282227
2015-03-13,19.029356002807617,47.820762634277344,27.848804473876953,43.545162200927734,37.74052429199219,15.76396942138672,38.04266357421875,24.26592063903809
2015-03-16,19.47572326660156,48.52580261230469,28.279685974121097,44.18925476074219,38.32052993774414,15.909971237182615,38.88679504394531,24.611148834228516
2015-03-17,19.534366607666016,48.12201690673828,28.083253860473633,44.19554901123047,38.14311599731445,16.026784896850586,39.07994079589844,24.546411514282227
2015-03-18,20.219043731689453,48.96805191040039,28.602840423583984,45.41428756713867,39.268985748291016,16.411266326904297,40.17085647583008,25.143346786499023
2015-03-19,19.95047187805176,48.71809005737305,28.29869079589844,45.21220779418945,38.92780685424805,16.182523727416992,39.58783721923828,24.79813766479492
2015-03-20,20.04692840576172,49.14110565185547,28.49512481689453,45.58476638793945,39.371337890625,16.158185958862305,39.98844909667969,25.013896942138672
2015-03-23,19.999645233154297,49.22442626953125,28.621850967407227,45.5910758972168,39.54192733764648,16.236061096191406,39.891868591308594,25.172122955322266
2015-03-24,19.829421997070312,48.75014114379883,28.20998191833496,45.12380599975586,39.06427001953125,16.163055419921875,39.69515228271485,24.963550567626953
2015-03-25,19.56083869934082,48.04509735107422,27.89950180053711,44.643890380859375,38.149940490722656,15.98297882080078,39.39638137817383,24.754974365234375
2015-03-26,19.428442001342773,47.65413284301758,27.728424072265625,44.429195404052734,37.754173278808594,15.827238082885742,38.575706481933594,24.668678283691406
2015-03-27,19.58353614807129,48.07073593139648,27.886823654174805,44.44815444946289,38.14311599731445,15.783432006835938,39.0544319152832,24.733400344848633
2015-03-30,19.81050491333008,48.64757537841797,28.089590072631836,44.92172622680664,38.60711669921875,16.338260650634766,39.47557067871094,24.985126495361328
2015-03-31,19.680002212524418,49.211612701416016,28.05790901184082,44.75124740600586,38.381935119628906,16.357730865478516,39.241607666015625,25.035470962524418
2015-04-01,19.81429100036621,49.24365234375,28.273345947265625,45.155372619628906,38.46381759643555,15.987844467163086,39.54397201538086,25.078624725341797
2015-04-02,19.81239318847656,49.33339309692383,28.286022186279297,45.1995735168457,38.52522277832031,16.245792388916016,39.58356475830078,24.999513626098633
2015-04-06,19.961814880371097,50.14739990234375,28.46343994140625,45.91312026977539,38.9619255065918,16.46480369567871,39.763545989990234,25.208078384399418
2015-04-07,19.72538948059082,49.769248962402344,28.04523468017578,45.43320846557617,38.46381759643555,16.45020294189453,39.52598190307617,24.8197078704834
2015-04-08,19.678102493286133,49.544918060302734,28.095924377441406,45.306922912597656,38.19769287109375,16.255529403686523,39.094032287597656,24.762178421020508
2015-04-09,19.672435760498047,49.3590087890625,28.17831039428711,45.06697082519531,38.06805419921875,16.279857635498047,38.838470458984375,24.683059692382812
2015-04-10,19.84077262878418,49.89101791381836,28.273345947265625,45.401634216308594,38.47747039794922,16.245792388916016,38.82046127319336,24.934778213500977
2015-04-13,19.62325668334961,49.500038146972656,28.007221221923828,44.8901481628418,37.98617935180664,16.124116897583008,38.849273681640625,24.64709854125977
2015-04-14,19.738622665405273,49.730770111083984,28.102266311645508,45.23115158081055,38.27958297729492,16.284727096557617,38.99324417114258,24.790943145751953
2015-04-15,19.7045841217041,50.00636291503906,28.007221221923828,45.730003356933594,38.45698547363281,16.386934280395508,39.0760383605957,24.80532455444336
2015-04-16,19.625146865844727,49.55131530761719,27.950193405151367,45.33850860595703,38.10900115966797,16.250661849975586,38.7304801940918,24.668678283691406
2015-04-17,19.50977325439453,49.55131530761719,27.950193405151367,45.13011169433594,38.027122497558594,16.05598258972168,38.39573669433594,24.719017028808594
2015-04-20,19.76511001586914,50.38454055786133,28.362071990966797,45.93837356567383,38.6412353515625,16.382061004638672,39.0400390625,25.006702423095703
2015-04-21,19.557056427001953,50.03842544555664,28.14662170410156,45.52162170410156,38.190879821777344,16.114383697509766,38.66209411621094,24.654287338256836
2015-04-22,19.536252975463867,50.18584442138672,28.184648513793945,45.79313278198242,38.30686569213867,16.114383697509766,38.79167556762695,24.67586898803711
2015-04-23,19.723499298095703,50.544776916503906,28.317707061767575,46.22252655029297,38.82545852661133,16.104642868041992,39.0760383605957,24.8268985748291
2015-04-24,19.8691349029541,50.89727783203125,28.43176651000977,46.437225341796875,39.49415969848633,16.576749801635742,39.41799545288086,25.078624725341797
2015-04-27,19.636497497558594,50.230712890625,28.083253860473633,45.824729919433594,39.37815856933594,16.240922927856445,39.02924346923828,24.747793197631836
2015-04-28,19.689455032348633,50.61528015136719,28.29869079589844,45.932071685791016,39.6306266784668,16.411266326904297,39.22721481323242,24.963550567626953
2015-04-29,19.424657821655273,50.269161224365234,28.292369842529297,45.65421676635742,39.4327392578125,16.459936141967773,38.74489212036133,24.8268985748291
2015-04-30,19.089879989624023,49.71796417236328,28.070579528808594,45.26272964477539,38.80500030517578,16.557275772094727,38.21577072143555,24.388187408447266
2015-05-01,19.269567489624023,49.929447174072266,28.400089263916016,45.27534484863281,38.91416931152344,16.605945587158203,38.44252395629883,24.42414665222168
2015-05-04,19.43600082397461,49.96792221069336,28.501468658447266,45.313232421875,39.13933181762695,16.94175910949707,38.80606460571289,24.711833953857425
2015-05-05,18.942352294921875,48.87190246582031,28.051570892333984,44.71966552734375,38.14311599731445,16.557275772094727,37.55345153808594,24.201196670532227
2015-05-06,18.919658660888672,48.974464416503906,27.93117904663086,44.65020751953125,37.86067962646485,16.27499771118164,37.15391159057617,24.100505828857425
2015-05-07,19.027467727661133,49.2308464050293,28.026227951049805,44.78913116455078,38.06733322143555,16.46480369567871,37.35908508300781,24.078927993774418
2015-05-08,19.142837524414062,49.42312240600586,27.975542068481445,45.33217239379883,38.4393310546875,16.513469696044922,38.10417556762695,24.179616928100582
2015-05-11,18.915876388549805,49.0770263671875,27.620695114135746,44.83964920043945,38.184444427490234,16.245792388916016,37.79102325439453,24.03577423095703
2015-05-12,18.896957397460938,48.90396881103515,27.544660568237305,44.8901481628418,37.853782653808594,16.377199172973633,37.931400299072266,23.884742736816406
2015-05-13,18.951805114746097,48.21416091918945,27.487628936767575,44.77019500732422,37.39224624633789,16.254396438598633,37.52824783325195,23.625829696655273
2015-05-14,19.11825180053711,48.89424133300781,27.707725524902344,45.21220779418945,37.95711517333984,16.475444793701172,37.9529914855957,24.078927993774418
2015-05-15,19.31873893737793,49.321720123291016,28.054237365722656,45.58476638793945,38.30155563354492,16.947011947631836,38.46413040161133,24.273115158081055
2015-05-18,19.3490047454834,49.24398422241211,28.00931739807129,45.62895584106445,38.49445724487305,16.942094802856445,38.66569137573242,24.56798553466797
2015-05-19,19.38872528076172,49.347618103027344,28.022136688232425,45.58476638793945,38.4393310546875,17.005958557128906,38.809661865234375,24.719017028808594
2015-05-20,19.390613555908203,49.57432174682617,28.022136688232425,45.39532852172851,38.52199172973633,16.863500595092773,38.78447723388672,24.898820877075195
2015-05-21,19.32253074645996,49.32820129394531,27.83606338500977,45.4774055480957,38.44622039794922,16.927366256713867,38.76288986206055,24.8197078704834
2015-05-22,19.335763931274418,49.256954193115234,27.73980712890625,45.44584655761719,38.33599853515625,16.897890090942383,38.7304801940918,24.78374290466309
2015-05-26,19.10880470275879,49.069122314453125,27.78472328186035,45.155372619628906,38.11556243896485,16.647369384765625,38.54691696166992,24.445722579956055
2015-05-27,19.217432022094727,49.360572814941406,28.06065559387207,45.13497543334961,38.618438720703125,16.676836013793945,38.65849685668945,24.52483367919922
2015-05-28,19.491884231567383,49.19217300415039,27.919479370117188,45.22420120239258,38.6459846496582,16.676836013793945,38.86726379394531,24.546411514282227
2015-05-29,19.505231857299805,49.04970169067383,28.034976959228516,44.93745422363281,38.77687072753906,16.61789321899414,38.68368911743164,24.488880157470703
2015-06-01,19.732032775878903,49.22456741333008,28.022136688232425,44.9246940612793,38.5839958190918,16.69649314880371,38.72688293457031,24.503253936767575
2015-06-02,19.482349395751953,48.60927200317383,27.771883010864254,44.34481048583984,38.005332946777344,16.568771362304688,38.262550354003906,24.02139663696289
2015-06-03,19.101167678833008,48.0587158203125,27.669233322143555,43.60563278198242,37.461124420166016,16.4164981842041,37.70823669433594,23.61863899230957
2015-06-04,19.1297607421875,48.06519317626953,27.707725524902344,43.25516128540039,37.39911651611328,16.50000762939453,37.54266357421875,23.568294525146484
2015-06-05,18.824810028076172,47.18433380126953,27.37405586242676,42.78360748291016,36.81357955932617,16.42140769958496,37.38787460327149,23.2662296295166
2015-06-08,18.700923919677734,46.925254821777344,27.335546493530273,42.64978790283203,36.827354431152344,16.26421356201172,37.08911895751953,23.251848220825195
2015-06-09,18.714269638061523,46.717994689941406,27.232879638671875,42.5860595703125,36.827354431152344,16.26421356201172,37.09271240234375,23.273418426513672
2015-06-10,18.89151954650879,46.66617965698242,27.16871452331543,42.59880828857422,37.123573303222656,16.789831161499023,37.193504333496094,23.273418426513672
2015-06-11,18.996347427368164,47.19080352783203,27.32913589477539,42.86644744873047,37.41290283203125,16.824209213256836,37.449066162109375,23.597068786621097
2015-06-12,18.914382934570312,46.977081298828125,27.14304542541504,42.56694793701172,37.1511344909668,16.652280807495117,37.02433013916016,23.517946243286133
2015-06-15,18.89151954650879,46.957645416259766,27.008289337158203,42.75811767578125,36.9582633972168,16.608068466186523,36.9271354675293,23.374113082885746
2015-06-16,18.969663619995117,47.00298309326172,27.258544921875,42.930171966552734,37.01335525512695,16.70140266418457,37.00273513793945,23.51938247680664
2015-06-17,19.192655563354492,47.333309173583984,27.393295288085938,43.33162689208984,37.24068832397461,16.789831161499023,37.56785202026367,23.657390594482425
2015-06-18,19.489980697631836,48.2789306640625,27.79755592346191,43.873268127441406,37.77111053466797,16.829124450683594,37.6794319152832,24.006038665771484
2015-06-19,19.242212295532227,47.41102600097656,27.418968200683594,43.36349105834961,37.52312469482422,16.470531463623047,37.42388916015625,23.802658081054688
2015-06-22,19.204092025756836,47.32682418823242,27.27780532836914,43.49729919433594,37.36468124389648,16.40666961669922,37.369876861572266,23.751813888549805
2015-06-23,18.923921585083008,46.491302490234375,26.98262596130371,43.05125045776367,36.74468231201172,16.11194610595703,36.90915298461914,23.410425186157227
2015-06-24,18.779069900512695,45.940765380859375,26.75803565979004,43.10860061645508,36.48291778564453,16.102113723754883,36.35122299194336,23.23609733581543
2015-06-25,18.67615127563477,45.77883529663086,26.700288772583008,42.71988677978515,36.24870300292969,15.73370361328125,36.028629302978516,23.18525505065918
2015-06-26,18.81147193908691,45.98611068725586,26.879961013793945,42.86644744873047,36.4484748840332,15.772997856140137,36.04312896728515,23.41769218444824
2015-06-29,18.710458755493164,45.888954162597656,26.924884796142575,42.879188537597656,36.372703552246094,15.62072467803955,35.98514175415039,23.36684799194336
2015-06-30,18.683774948120117,45.73999786376953,26.88637351989746,42.61155319213867,36.48981094360352,15.434062957763672,35.86190414428711,23.374107360839844
2015-07-01,18.760013580322266,46.03791427612305,27.066051483154297,42.738990783691406,36.71023941040039,15.586339950561523,35.825653076171875,23.606544494628903
2015-07-02,19.101167678833008,46.977081298828125,27.521635055541992,43.26789093017578,37.35779571533203,15.743524551391602,36.38384246826172,23.838977813720703
2015-07-06,19.14691925048828,47.18433380126953,27.669233322143555,43.23603439331055,37.5644645690918,15.689496040344238,36.2135009765625,23.926137924194336
2015-07-07,19.608142852783203,48.75176239013672,28.40073585510254,44.179141998291016,38.6322135925293,16.09720802307129,36.681060791015625,24.616172790527344
2015-07-08,19.43090057373047,48.44084930419922,28.362247467041016,44.24286651611328,38.597774505615234,16.013702392578125,36.76805114746094,24.485431671142575
2015-07-09,19.28413963317871,47.974517822265625,27.765474319458008,43.745819091796875,38.24644470214844,15.96457576751709,36.29322052001953,24.209428787231445
2015-07-10,19.371816635131836,48.1688232421875,27.823226928710938,43.943363189697266,38.27400207519531,16.087377548217773,36.644813537597656,24.369216918945312
2015-07-13,19.434717178344727,48.1558837890625,27.848899841308594,44.02619552612305,38.12245559692383,16.062820434570312,36.880428314208984,24.361955642700195
2015-07-14,19.438520431518555,47.79964828491211,27.726980209350582,44.096282958984375,38.01910400390625,16.09720802307129,36.96379089355469,24.361955642700195
2015-07-15,19.58718490600586,47.942142486572266,27.82964134216309,44.30021667480469,38.356658935546875,16.13650131225586,37.16676330566406,24.42005729675293
2015-07-16,19.903568267822266,48.45380783081055,28.22106552124023,44.72079849243164,38.825103759765625,16.50000762939453,37.65970993041992,24.78323745727539
2015-07-17,19.75490951538086,47.650672912597656,27.919479370117188,44.38306427001953,38.38421630859375,16.450885772705078,37.11601257324219,24.47817039489746
2015-07-20,19.65960693359375,47.45637130737305,27.79755592346191,44.153656005859375,38.26021957397461,16.40175437927246,36.978275299072266,24.31836700439453
2015-07-21,19.465200424194336,46.905818939208984,27.726980209350582,43.82229995727539,37.81245040893555,16.102113723754883,36.49620819091797,24.078678131103516
2015-07-22,19.592905044555664,46.87344741821289,27.75264549255371,43.79680633544922,38.03289031982422,16.102113723754883,36.59407424926758,24.26026725769043
2015-07-23,19.453767776489254,46.34880447387695,27.579383850097656,43.47818756103515,37.60579299926758,15.345638275146484,36.13736343383789,23.90434455871582
2015-07-24,19.49378967285156,46.43301010131836,27.515228271484375,43.70758819580078,37.612667083740234,15.183541297912598,36.10838317871094,23.868030548095703
2015-07-27,19.726308822631836,47.28147506713867,27.874557495117188,44.05805206298828,38.39799880981445,15.04599666595459,36.37295913696289,24.216676712036133
2015-07-28,19.838768005371097,47.36568069458008,27.938724517822266,44.68892288208008,38.5013313293457,15.227750778198242,36.380218505859375,24.398269653320312
2015-07-29,19.934059143066406,47.352725982666016,27.95798683166504,45.02027893066406,38.53577423095703,15.296521186828612,36.459957122802734,24.499956130981445
2015-07-30,19.991239547729492,47.57294845581055,28.47773551940918,45.27518081665039,38.797550201416016,15.547041893005373,36.557838439941406,24.848609924316406
2015-07-31,20.05031967163086,48.07167434692383,28.702322006225582,45.68936920166016,38.969757080078125,15.763179779052734,36.89128875732422,25.18273162841797
2015-08-03,20.528705596923828,48.550968170166016,28.849918365478516,45.70211410522461,39.30731201171875,15.940018653869627,37.24287796020508,25.081039428710938
2015-08-04,20.30571937561035,47.87737274169922,28.503406524658203,44.76539611816406,38.84576416015625,15.596156120300291,36.23161315917969,24.805023193359375
2015-08-05,20.19517517089844,47.91624069213867,28.625322341918945,45.34527587890625,39.02487564086914,15.586339950561523,36.49620819091797,25.001140594482425
2015-08-06,20.1551456451416,47.8255500793457,28.914079666137695,45.453590393066406,39.12221908569336,15.714056015014648,36.33308792114258,25.298952102661133
2015-08-07,20.393390655517575,48.674034118652344,29.215669631958008,46.09718704223633,39.47687911987305,15.935107231140137,36.91303253173828,25.604021072387695
2015-08-10,20.30381202697754,48.45380783081055,29.170751571655273,46.10356903076172,39.435157775878906,15.80738353729248,37.097896575927734,25.37885284423828
2015-08-11,20.32287216186523,48.76471710205078,29.45950698852539,46.313865661621094,39.53250503540039,15.763179779052734,37.27910614013672,25.691171646118164
2015-08-12,20.660221099853516,49.48177719116211,29.88301467895508,47.46723937988281,40.03317642211914,16.214550018310547,38.17802047729492,25.94540786743164
2015-08-13,20.75932884216309,49.4948844909668,29.969362258911133,47.74763107299805,40.01926803588867,16.24430274963379,38.08741760253906,25.82918930053711
2015-08-14,20.782196044921875,50.01222610473633,30.079742431640625,48.028018951416016,40.47127532958984,16.40798568725586,38.46799087524414,26.00351905822754
2015-08-17,20.87558937072754,50.110443115234375,30.060258865356445,48.56965637207031,40.5755729675293,16.57167625427246,38.5586051940918,26.141521453857425
2015-08-18,20.87177276611328,49.927093505859375,29.910934448242188,48.48680114746094,40.51994323730469,16.66592025756836,38.275909423828125,26.083402633666992
2015-08-19,20.78791618347168,50.56231689453125,30.066761016845703,48.51866912841797,40.88850021362305,16.9536075592041,38.02216720581055,26.381214141845703
2015-08-20,20.63162612915039,50.27417755126953,30.09920883178711,48.25104904174805,40.58948516845703,16.765117645263672,37.804691314697266,26.15604782104492
2015-08-21,20.38576316833496,50.234886169433594,29.735631942749023,48.04713821411133,39.83846282958984,16.368314743041992,36.95653533935547,25.82918930053711
2015-08-24,19.638643264770508,47.4385986328125,28.2943058013916,46.109954833984375,38.12782287597656,16.18975067138672,35.78940963745117,24.76871109008789
2015-08-25,19.156444549560547,45.97825622558594,27.593116760253903,44.75265121459961,36.86918640136719,15.078688621520996,35.01011276245117,24.027830123901367
2015-08-26,19.525209426879883,46.98017883300781,28.31377220153809,45.42027282714844,37.557613372802734,15.594538688659668,35.133358001708984,24.361955642700195
2015-08-27,19.64044761657715,47.49097442626953,28.508554458618164,45.79970932006836,38.18345260620117,15.733417510986328,35.46319580078125,24.696073532104492
2015-08-28,19.55594062805176,47.4058723449707,28.3981876373291,45.6839485168457,38.176517486572266,15.574698448181152,35.289207458496094,24.659761428833008
2015-08-31,18.900991439819336,46.43665313720703,28.183931350708008,44.860694885253906,37.752315521240234,15.25725269317627,34.37942886352539,24.499956130981445
2015-09-01,18.31328010559082,45.218605041503906,27.53468132019043,43.60652160644531,36.84833526611328,14.860441207885742,33.42617416381836,23.955190658569336
2015-09-02,18.25374412536621,45.2906379699707,27.606101989746097,43.793025970458984,36.86222457885742,14.860441207885742,33.346412658691406,24.0423583984375
2015-09-03,18.278718948364254,45.36921691894531,27.64505195617676,43.793025970458984,37.09866714477539,15.009242057800291,33.85026168823242,24.18036842346191
2015-09-04,18.173076629638672,44.70125579833984,27.25550651550293,43.23991775512695,36.535404205322266,14.741398811340332,33.57839584350586,23.700965881347656
2015-09-08,18.647476196289062,45.42161178588867,27.722965240478516,44.198238372802734,37.606292724609375,15.024127960205078,33.690765380859375,24.027830123901367
2015-09-09,18.30368423461914,44.668495178222656,27.567140579223633,43.786624908447266,37.1125602722168,14.776122093200684,33.15794372558594,23.650129318237305
2015-09-10,18.31328010559082,44.3607177734375,27.46326065063477,43.26565170288086,37.12648010253906,14.756281852722168,32.65412521362305,23.759082794189453
2015-09-11,18.409318923950195,44.75364303588867,27.72945785522461,43.580806732177734,37.397682189941406,14.731475830078123,32.737491607666016,24.085933685302734
2015-09-14,18.46309471130371,44.73400115966797,27.677518844604492,43.805904388427734,37.32814025878906,14.959641456604004,32.73385238647461,24.085933685302734
2015-09-15,18.482301712036133,44.91736602783203,27.677518844604492,43.786624908447266,37.446346282958984,15.123326301574709,32.92959976196289,24.283964157104492
2015-09-16,18.72814559936523,45.303714752197266,27.859302520751953,44.2175407409668,37.9887580871582,15.406051635742188,33.150691986083984,24.46732711791992
2015-09-17,18.956697463989254,45.781795501708984,28.22937774658203,44.67417526245117,38.851016998291016,15.659015655517578,33.68352127075195,24.81936836242676
2015-09-18,18.685890197753903,45.48055267333984,28.19691276550293,44.378326416015625,38.579833984375,15.33164882659912,33.502281188964844,24.665353775024418
2015-09-21,18.83185577392578,45.87347030639648,28.41765785217285,44.58413314819336,38.66327667236328,15.138206481933594,33.730628967285156,25.017398834228516
2015-09-22,18.639789581298828,45.284088134765625,27.92424201965332,44.42978286743164,38.05133438110352,14.116426467895508,33.70888137817383,24.87804794311523
2015-09-23,18.6263484954834,45.24479675292969,27.88527488708496,44.51981735229492,38.25995635986328,14.39419174194336,33.63949203491211,25.017398834228516
2015-09-24,18.730060577392575,46.05027770996094,28.22937774658203,44.6484489440918,38.5659065246582,14.418992042541504,33.86957550048828,25.2300968170166
2015-09-25,18.93941116333008,46.30568313598633,28.651386260986328,45.06007766723633,38.934478759765625,14.632277488708496,34.307830810546875,25.604143142700195
2015-09-28,18.73582649230957,46.13541030883789,28.625417709350582,44.65488815307617,38.84407806396485,14.483468055725098,34.3406867980957,25.406116485595703
2015-09-29,18.589853286743164,46.31876373291016,28.75527000427246,44.56484603881836,39.03182601928711,14.45867156982422,34.497745513916016,25.450124740600582
2015-09-30,18.73582649230957,47.11116027832031,29.02146339416504,45.26590347290039,39.539459228515625,14.731475830078123,35.32310485839844,25.970861434936523
2015-10-01,18.543758392333984,46.27947998046875,28.69034767150879,44.48123550415039,39.03877639770508,14.483468055725098,35.20623779296875,25.67748260498047
2015-10-02,18.92596435546875,47.124271392822266,29.01496696472168,44.60342025756836,39.16395568847656,14.79099941253662,35.30849838256836,25.912189483642575
2015-10-05,19.34466552734375,47.85771942138672,29.346080780029297,45.227298736572266,39.95668029785156,15.02907943725586,35.922054290771484,26.044198989868164
2015-10-06,19.17757225036621,47.86428451538086,29.079896926879883,44.8799934387207,39.37255859375,14.984442710876465,35.6700553894043,25.69949722290039
2015-10-07,19.192934036254883,47.5892219543457,29.060407638549805,44.8799934387207,38.96924591064453,14.944766998291016,35.71388626098633,25.69215965270996
2015-10-08,19.369632720947266,47.80531311035156,29.31362533569336,45.47813034057617,39.54640579223633,15.3167724609375,36.396820068359375,26.044198989868164
2015-10-09,19.408044815063477,47.32072830200195,29.190277099609375,45.677513122558594,39.456016540527344,15.28700828552246,36.418739318847656,25.860843658447266
2015-10-12,19.48487091064453,47.68745803833008,29.612287521362305,46.30781555175781,40.02622604370117,15.391168594360352,36.64151382446289,26.28623390197754
