Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2015-01-27,34.32695007324219,77.8105697631836,56.33718490600586,120.50545501708984,32.08223342895508,134.87977600097656,54.10382461547851,171.37368774414062
2015-01-28,33.80982208251953,76.64021301269531,55.926551818847656,119.8166732788086,32.11137390136719,133.6210174560547,54.11687088012695,167.66664123535156
2015-01-29,33.678733825683594,76.28369140625,55.66985702514648,120.55255889892578,32.24528503417969,134.5634002685547,54.573036193847656,171.3891143798828
2015-01-30,32.87754821777344,75.14430236816406,55.50944900512695,116.961181640625,31.759931564331055,132.35574340820312,53.406497955322266,167.48129272460938
2015-02-02,32.884830474853516,75.84188079833984,55.41322708129883,117.40270233154295,31.309635162353516,132.9553985595703,53.406497955322266,168.36175537109375
2015-02-03,32.93582534790039,76.8030014038086,55.97785186767578,117.80308532714844,31.169275283813477,133.79898071289062,53.282691955566406,172.68661499023438
2015-02-04,32.899391174316406,75.84188079833984,55.35544967651367,118.82752990722656,30.888578414916992,133.5551300048828,52.60491561889648,171.54359436035156
2015-02-05,33.350982666015625,77.1905288696289,55.650611877441406,119.64592742919922,31.198509216308594,136.2570343017578,53.19795608520508,174.38563537597656
2015-02-06,32.513370513916016,74.19872283935547,55.6057014465332,114.85348510742188,29.730693817138672,134.74795532226562,50.8575439453125,169.46609497070312
2015-02-09,32.54250717163086,74.9505615234375,55.30413818359375,114.28234100341795,29.917821884155273,133.51556396484375,50.73902130126953,167.82115173339844
2015-02-10,32.68818283081055,74.69476318359375,55.93294525146485,114.65914154052734,29.99384880065918,134.22731018066406,51.02210998535156,169.7672882080078
2015-02-11,32.34584045410156,74.37696838378906,55.93936920166016,114.10771942138672,30.028932571411133,133.66714477539062,50.85093307495117,170.7327117919922
2015-02-12,32.60805892944336,74.3847427368164,56.20243835449219,115.47160339355467,30.22776222229004,134.29978942871094,50.989200592041016,175.8839111328125
2015-02-13,31.908843994140625,74.718017578125,56.46551513671875,114.5168228149414,30.414894104003903,133.52220153808594,50.771942138671875,175.85308837890625
2015-02-17,31.836013793945312,74.57849884033203,56.2088623046875,114.33892059326172,30.280406951904297,133.86485290527344,50.67317962646485,173.90682983398438
2015-02-18,32.018096923828125,74.56299591064453,56.59385299682617,115.2106704711914,30.78917121887207,133.88462829589844,51.423709869384766,176.78759765625
2015-02-19,31.209632873535156,73.83443450927734,56.330787658691406,112.55988311767578,30.052331924438477,131.00473022460938,50.17942428588867,177.17369079589844
2015-02-20,31.33344268798828,74.81878662109375,56.92110061645508,113.74591827392578,30.391511917114254,131.92079162597656,51.384220123291016,181.7843475341797
2015-02-23,31.653911590576172,75.43885803222656,56.40134811401367,114.81332397460938,30.65467834472656,132.46775817871094,51.8055534362793,179.91537475585938
2015-02-24,31.093088150024418,73.36161041259766,55.70195388793945,112.70814514160156,29.748245239257812,130.81365966796875,50.363773345947266,179.30523681640625
2015-02-25,31.246049880981445,75.84188079833984,55.55436706542969,112.95721435546876,29.882736206054688,130.66868591308594,51.107704162597656,176.38587951660156
2015-02-26,30.90372085571289,76.64021301269531,55.23997497558594,110.97657012939452,29.236494064331055,129.66697692871094,50.0806770324707,174.8490447998047
2015-02-27,31.107654571533203,76.84175872802734,55.381107330322266,112.88604736328124,29.38325881958008,129.97007751464844,50.765350341796875,173.13450622558594
2015-03-02,31.100378036499023,77.04326629638672,55.432472229003906,112.69627380371094,29.729536056518555,130.18759155273438,50.9431037902832,172.717529296875
2015-03-03,31.063961029052734,76.1751708984375,55.37470626831055,112.4413070678711,29.67084503173828,129.77243041992188,51.06821060180664,170.7712860107422
2015-03-04,30.867300033569336,76.39220428466797,55.06672668457031,111.2255859375,29.54758644104004,128.625732421875,50.50861358642578,172.8642578125
2015-03-05,31.07124900817871,76.91924285888672,55.349063873291016,110.97059631347656,29.81758689880371,128.9025421142578,50.482269287109375,180.95022583007812
2015-03-06,30.153526306152344,74.88078308105469,54.56623077392578,107.0863800048828,28.60256576538086,123.99291229248048,48.467742919921875,181.89244079589844
2015-03-09,30.19722366333008,74.85753631591797,54.86140441894531,107.00335693359376,28.896055221557617,123.8676986694336,48.974639892578125,179.88548278808594
2015-03-10,29.9714412689209,73.29962921142578,54.264644622802734,106.6949462890625,28.91954040527344,123.00433349609376,49.33015060424805,177.08514404296875
2015-03-11,30.38660049438477,73.34610748291016,54.489227294921875,106.35700988769533,29.07215690612793,122.48380279541016,48.86932373046875,176.5950469970703
2015-03-12,30.998403549194336,74.61724090576172,55.150142669677734,108.8773193359375,29.430194854736328,124.9870376586914,49.57374572753906,180.07223510742188
2015-03-13,30.91829490661621,73.04383087158203,54.48282241821289,109.10261535644533,29.37735939025879,125.38550567626952,49.389404296875,179.29428100585938
2015-03-16,31.439838409423828,73.33063507080078,55.05387115478515,110.9350357055664,29.7001895904541,126.67367553710938,49.507904052734375,183.68939208984375
2015-03-17,31.42513084411621,72.95083618164062,54.87423324584961,110.37761688232422,29.676694869995117,126.28855895996094,49.15240859985352,182.22689819335935
2015-03-18,31.95404815673828,74.0281982421875,56.001495361328125,113.56208801269533,30.527801513671875,128.63912963867188,50.67317962646485,183.97715759277344
2015-03-19,32.08626174926758,73.31510925292969,55.61927032470703,113.91787719726562,30.662811279296875,128.97779846191406,50.548099517822266,183.50265502929688
2015-03-20,32.60781478881836,75.71788024902344,56.234745025634766,117.02529907226562,31.490428924560547,132.2181854248047,52.095218658447266,185.8752288818359
2015-03-23,32.857566833496094,75.67912292480469,55.8784065246582,117.14389038085938,31.378902435302734,133.83837890625,52.272979736328125,185.6417999267578
2015-03-24,32.600467681884766,75.30709838867188,55.61277770996094,116.72289276123048,30.86239242553711,132.3907928466797,52.06889724731445,179.95555114746094
2015-03-25,32.04220199584961,73.9972152709961,54.83535385131836,115.13356018066406,30.369335174560547,130.69757080078125,51.305206298828125,178.0263671875
2015-03-26,31.638179779052734,73.78790283203125,54.815914154052734,114.2440185546875,30.081707000732425,130.53158569335938,50.95627212524414,177.2484893798828
2015-03-27,31.61613655090332,74.43900299072266,54.94548034667969,115.1987762451172,29.970191955566406,131.12918090820312,51.206443786621094,178.70315551757812
2015-03-30,32.29195022583008,74.53202056884766,54.67338180541992,116.8058853149414,30.4179630279541,132.26467895507812,51.8187141418457,182.1958770751953
2015-03-31,31.998111724853516,72.97407531738281,53.474853515625,116.01715087890624,30.400257110595703,130.9034423828125,50.929962158203125,181.1301422119141
2015-04-01,31.873245239257812,74.76453399658203,54.23932647705078,117.41072845458984,30.329580307006836,130.11326599121094,50.82459259033203,181.70574951171875
2015-04-02,32.02015686035156,75.01255798339844,54.51789093017578,118.22315216064452,30.665380477905273,131.01629638671875,51.23936080932617,183.2693328857422
2015-04-06,32.59313201904297,75.98914337158203,55.02970123291016,119.07708740234376,29.78755569458008,132.38418579101562,52.299320220947266,182.91928100585935
2015-04-07,31.843847274780273,75.08230590820312,55.50263595581055,117.58863830566406,29.840593338012695,130.8436737060547,51.43031311035156,182.250244140625
2015-04-08,31.95404815673828,75.14459228515625,55.308311462402344,117.09644317626952,29.78755569458008,130.81048583984375,51.50929260253906,185.9841461181641
2015-04-09,31.12396240234375,74.21820831298828,55.15929412841797,114.52873992919922,29.08057975769043,128.9047393798828,50.48884963989258,186.7386779785156
2015-04-10,31.21211624145508,74.00804901123047,54.86777114868164,113.42568969726562,29.168956756591797,128.6125946044922,50.1596794128418,186.4197235107422
2015-04-13,31.16803741455078,73.78227996826172,55.068603515625,112.86824035644533,28.939180374145508,127.1251983642578,49.69883728027344,186.5131072998047
2015-04-14,31.46922492980957,73.56431579589844,55.32124710083008,113.51464080810548,29.422300338745117,127.5368194580078,50.153099060058594,187.85105895996097
2015-04-15,31.40311050415039,74.08587646484375,55.61927032470703,112.69627380371094,29.07468605041504,126.7931900024414,49.659332275390625,187.61767578125
2015-04-16,31.56471824645996,75.32360076904297,55.716453552246094,112.73184204101562,29.08646583557129,127.23146057128906,49.791011810302734,187.9054412841797
2015-04-17,31.49859046936035,74.80986022949219,55.61277770996094,111.64070892333984,29.021669387817383,126.20889282226562,49.54740524291992,183.68939208984375
2015-04-20,31.62349319458008,74.60745239257812,55.99505233764648,111.84234619140624,28.92739486694336,127.2181625366211,49.54083633422851,186.59088134765625
2015-04-21,31.410438537597656,73.93795776367188,55.58039474487305,111.978759765625,29.08057975769043,127.25139617919922,49.52765274047851,189.6324005126953
2015-04-22,31.116613388061523,74.66973114013672,55.72941589355469,112.1447525024414,29.17483901977539,128.0282440185547,49.66590881347656,190.41029357910156
2015-04-23,31.26353645324707,74.76314544677734,56.13108444213867,112.1151351928711,29.098264694213867,128.18099975585938,49.91608047485352,192.08270263671875
2015-04-24,31.26353645324707,74.20263671875,55.7034912109375,111.90756225585938,29.08646583557129,128.55282592773438,49.94242858886719,191.41372680664065
2015-04-27,31.1827335357666,74.10145568847656,55.068603515625,112.60140228271484,29.003978729248047,128.27391052246094,49.85025405883789,190.4647216796875
2015-04-28,31.021135330200195,74.54515075683594,55.5156135559082,111.63481903076172,28.88616180419922,127.82904052734376,49.78443145751953,191.6549072265625
2015-04-29,30.176362991333008,72.79364013671875,54.80295181274414,108.58078002929688,28.28286361694336,125.2128448486328,48.691551208496094,190.42584228515625
2015-04-30,29.529949188232425,73.5876693725586,54.11621856689453,107.62600708007812,27.780162811279297,124.7746124267578,47.41436004638672,199.08367919921875
2015-05-01,29.691545486450195,72.7702865600586,53.88298034667969,109.2152862548828,27.797914505004883,126.24872589111328,47.57235336303711,201.37847900390625
2015-05-04,29.65482521057129,73.67330169677734,53.85059356689453,108.74090576171876,27.898460388183594,126.9259796142578,47.486778259277344,201.57289123535156
2015-05-05,29.02308464050293,72.39661407470703,52.87881088256836,107.01522827148438,27.24786376953125,124.53553009033205,46.8942756652832,200.0560302734375
2015-05-06,29.09656143188477,72.28763580322266,53.16386032104492,107.69719696044922,27.15912628173828,124.4093780517578,46.60459899902344,200.9116973876953
2015-05-07,29.551982879638672,72.88705444335938,53.52018737792969,108.6103744506836,27.508092880249023,127.36422729492188,47.05227279663086,203.80545043945312
2015-05-08,29.9339599609375,73.91459655761719,54.20693588256836,111.27899169921876,28.00490379333496,130.49839782714844,48.06131362915039,208.41835021972656
2015-05-11,29.706233978271484,72.90263366699219,53.57848358154297,109.2152862548828,27.519926071166992,128.92465209960938,47.11553192138672,204.90997314453125
2015-05-12,29.640127182006836,72.86369323730469,53.74045181274414,109.36946105957033,27.726938247680664,130.2726287841797,47.242088317871094,201.70509338378903
2015-05-13,29.31692123413086,72.34991455078125,53.34526824951172,108.41886138916016,27.366127014160156,128.3071746826172,46.68260955810547,202.0007171630859
2015-05-14,29.581375122070312,73.80564880371094,53.63032531738281,110.46358489990234,27.98124122619629,131.0627899169922,47.38861846923828,203.3464508056641
2015-05-15,29.919265747070312,74.3505630493164,54.29114532470703,110.9717788696289,28.3302001953125,132.84901428222656,48.22783660888672,202.5608062744141
2015-05-18,29.809078216552734,74.10923767089844,54.15509033203125,110.4755401611328,28.087711334228516,132.4571990966797,47.84152603149414,204.031005859375
2015-05-19,29.78704833984375,74.30384063720703,54.40776824951172,110.02713775634766,27.98124122619629,130.91001892089844,47.668357849121094,205.11227416992188
2015-05-20,29.9339599609375,73.42418670654297,53.70157623291016,109.7640609741211,28.00490379333496,130.24606323242188,47.668357849121094,209.95066833496097
2015-05-21,29.62543678283691,73.09725189208984,53.176815032958984,109.73416900634766,27.78605842590332,129.3828582763672,47.44856262207031,208.64382934570312
2015-05-22,29.58870506286621,73.44754791259766,53.16386032104492,109.7820053100586,27.77423858642578,129.5421905517578,47.19546890258789,209.79457092285156
2015-05-26,29.3463077545166,73.64995574951172,53.07315444946289,108.86126708984376,27.43711280822754,128.712158203125,47.00896453857422,208.8317413330078
2015-05-27,29.65482521057129,74.07809448242188,53.09259796142578,110.09288787841795,27.46669006347656,130.26602172851562,47.36865234375,211.3679656982422
2015-05-28,29.57400703430176,73.64217376708984,53.299903869628906,109.9015884399414,27.34198951721191,129.8277130126953,47.17548751831055,210.72608947753903
2015-05-29,29.08184814453125,72.23314666748047,52.83344268798828,108.45469665527344,27.0628604888916,128.51300048828125,46.795841217041016,209.8494415283203
2015-06-01,29.471168518066406,73.3541259765625,53.293434143066406,109.64447784423828,27.26477432250977,130.3589324951172,47.3819580078125,211.4776306152344
2015-06-02,29.507915496826172,73.2918472290039,53.35172653198242,108.90311431884766,27.199438095092773,129.58868408203125,46.97568130493164,210.53829956054688
2015-06-03,29.3463077545166,72.14750671386719,53.10555648803711,106.9779815673828,26.872825622558594,128.16773986816406,46.149784088134766,208.33856201171875
2015-06-04,29.427099227905273,73.69664001464844,54.20693588256836,107.03778839111328,27.0806884765625,127.2845687866211,46.36956787109375,205.92742919921875
2015-06-05,29.368335723876953,72.02294921875,53.63032531738281,105.59087371826172,26.872825622558594,124.96713256835938,45.16405487060547,205.919677734375
2015-06-08,29.23611640930176,72.2642822265625,53.507225036621094,104.99303436279295,27.092540740966797,124.13050842285156,45.54369354248047,204.66712951660156
2015-06-09,28.961849212646484,71.67264556884766,53.112037658691406,104.377197265625,26.73027992248535,123.46648406982422,45.16405487060547,201.81773376464844
2015-06-10,29.19904899597168,72.1630859375,53.293434143066406,105.4354248046875,26.819358825683594,124.3230438232422,45.49706268310547,203.82171630859375
2015-06-11,29.391782760620117,72.72357940673828,53.727500915527344,105.97355651855467,27.074737548828125,125.22102355957033,45.57698822021485,204.26011657714844
2015-06-12,29.124919891357425,72.55232238769531,53.57848358154297,105.74633026123048,26.92626953125,125.12047576904295,45.26396179199219,204.09568786621097
2015-06-15,28.93218040466309,72.16124725341797,53.53963851928711,105.10662078857422,26.76592254638672,124.36995697021484,44.97089385986328,200.29116821289065
2015-06-16,29.058208465576172,72.94341278076172,53.727500915527344,105.97950744628906,26.908458709716797,125.73694610595705,45.29059982299805,200.16598510742188
2015-06-17,29.206464767456055,73.61604309082031,54.048126220703125,107.36062622070312,27.270706176757812,126.56120300292967,45.443790435791016,201.2776031494141
2015-06-18,29.465911865234375,75.22728729248047,54.63703155517578,108.7476806640625,27.69829559326172,128.96682739257812,45.876712799072266,204.58889770507812
2015-06-19,29.1323299407959,75.06304168701172,54.17244720458984,107.3067855834961,27.35980224609375,128.00193786621094,45.783470153808594,205.7161102294922
2015-06-22,29.073028564453125,74.92224884033203,54.087398529052734,105.54306030273438,27.01534652709961,126.2060317993164,44.99087905883789,203.5634002685547
2015-06-23,28.761690139770508,75.28201293945312,54.19209671020508,104.77183532714844,26.7896785736084,125.09365844726562,44.64455795288086,202.95277404785156
2015-06-24,28.628259658813477,74.36690521240234,53.792945861816406,103.97064971923828,26.59369659423828,123.9411163330078,44.30485916137695,200.48695373535156
2015-06-25,28.25021171569824,74.10099029541016,53.603179931640625,103.0499038696289,26.379892349243164,123.04319763183594,43.94520568847656,200.8626708984375
2015-06-26,28.34657096862793,73.70989990234375,53.35453414916992,103.97663879394533,26.688724517822266,124.26947021484376,44.21160888671875,202.6475067138672
2015-06-29,27.545989990234375,72.69308471679688,52.64786148071289,102.23680114746094,26.46208381652832,122.61431884765624,43.79866409301758,195.96221923828125
2015-06-30,27.501510620117188,72.96683502197266,52.54314422607422,103.44452667236328,26.474000930786133,123.5457534790039,43.71207427978515,198.83517456054688
2015-07-01,28.020404815673828,73.52999877929688,53.0469856262207,104.48485565185548,26.897449493408203,125.35494995117188,44.1916389465332,200.11900329589844
2015-07-02,28.116785049438477,74.23395538330078,53.07316589355469,104.46090698242188,27.070409774780273,125.46898651123048,44.1117057800293,199.88414001464844
2015-07-06,28.087127685546875,74.2886962890625,52.84415435791016,105.09464263916016,27.39245986938477,126.23284912109376,44.358131408691406,200.01724243164065
2015-07-07,28.68756103515625,74.79710388183594,53.426513671875,106.8524169921875,27.631019592285156,129.1142578125,45.49041748046875,201.57505798339844
2015-07-08,28.324338912963867,73.89761352539062,52.68712615966797,106.62523651123048,27.595237731933594,129.5163116455078,45.756813049316406,200.67474365234375
2015-07-09,28.35397720336914,73.82722473144531,52.634761810302734,106.49366760253906,27.404396057128903,129.81781005859375,45.51704406738281,200.93310546875
2015-07-10,28.59119033813477,74.63282012939453,53.22366714477539,106.92416381835938,27.648914337158203,131.42608642578125,45.79012680053711,202.57699584960935
2015-07-13,28.79875946044922,74.8518295288086,52.92921829223633,107.20514678955078,27.529644012451172,131.80807495117188,45.59697341918945,203.4851226806641
2015-07-14,28.82841682434082,74.67977142333984,53.34800338745117,107.61170959472656,27.70258331298828,132.4646759033203,45.3771858215332,204.3696746826172
2015-07-15,28.909948348999023,75.0473861694336,53.158233642578125,108.460693359375,27.8576602935791,133.1817169189453,44.97754669189453,203.37548828125
2015-07-16,29.28060531616211,76.5099868774414,53.452693939208984,109.6684112548828,28.149904251098633,134.1466522216797,44.97754669189453,205.19168090820312
2015-07-17,29.28060531616211,75.82951354980469,53.06008529663086,109.4472198486328,28.024635314941406,132.9471893310547,44.82436752319336,206.2719268798828
2015-07-20,29.391782760620117,75.91554260253906,53.64898681640625,109.36946105957033,28.143930435180664,134.11317443847656,44.844356536865234,211.5480499267578
2015-07-21,29.88103485107422,75.82951354980469,52.86379623413086,108.66995239257812,28.03062629699707,134.57553100585938,44.691165924072266,210.45211791992188
2015-07-22,29.755016326904297,75.50884246826172,52.74601364135742,109.04063415527344,28.191638946533203,135.01780700683594,45.06414794921875,211.00796508789065
2015-07-23,29.5919189453125,76.65079498291016,54.47999954223633,108.44277954101562,27.89940071105957,134.7564697265625,44.64455795288086,210.88267517089844
2015-07-24,29.54743766784668,75.70439147949219,53.9368896484375,110.3978042602539,28.078311920166016,135.3126678466797,45.17070770263672,216.10398864746097
2015-07-27,29.61417007446289,75.4619369506836,54.02194595336914,111.06745147705078,28.16182518005371,135.97601318359375,45.750186920166016,216.55813598632812
2015-07-28,29.91808319091797,75.61837768554688,53.82565689086914,111.42020416259766,28.281091690063477,136.30441284179688,45.72352600097656,218.56211853027344
2015-07-29,30.125648498535156,75.33677673339844,53.73406219482422,111.48591613769533,28.52562141418457,135.98277282714844,46.16310501098633,218.57777404785156
2015-07-30,29.799489974975582,74.26521301269531,53.30873489379883,111.28864288330078,28.507667541503903,136.0430450439453,45.830081939697266,221.2080078125
2015-07-31,30.10340690612793,74.390380859375,53.59663009643555,111.93433380126952,28.91480255126953,137.490478515625,46.20307159423828,218.3351287841797
2015-08-03,30.125648498535156,74.5859146118164,53.57700729370117,112.6338882446289,29.208202362060547,137.71827697753906,46.50944900512695,221.4507598876953
2015-08-04,29.984798431396484,75.18035125732422,53.65552520751953,112.7295379638672,28.824995040893555,137.62448120117188,46.09650802612305,219.21969604492188
2015-08-05,30.00704002380371,75.58706665039062,53.81910705566406,112.81919860839844,28.369932174682617,137.79205322265625,45.65692901611328,219.5406951904297
2015-08-06,30.1627197265625,76.93236541748047,53.68170547485352,113.53665924072266,28.45974922180176,139.03836059570312,45.6169548034668,219.1883850097656
2015-08-07,30.214603424072266,77.94134521484375,53.87800979614258,114.60684967041016,28.417848587036133,139.92294311523438,45.84280014038086,219.4936981201172
2015-08-10,30.192365646362305,78.59834289550781,54.66975402832031,113.09425354003906,28.357940673828125,139.01158142089844,45.418087005615234,219.2587890625
2015-08-11,30.49628448486328,78.99724578857422,55.08197784423828,114.5231704711914,28.4118595123291,140.1172637939453,45.71470642089844,218.74212646484375
2015-08-12,30.525943756103516,78.19161224365234,55.58580780029297,114.8041763305664,28.51364517211914,141.07550048828125,45.97762298583984,219.46241760253903
2015-08-13,30.57782745361328,78.41062927246094,55.520389556884766,114.97289276123048,28.465740203857425,142.42906188964844,45.74167251586914,220.93414306640625
2015-08-14,30.65196228027344,79.05982971191406,56.31866836547851,115.5334930419922,28.645383834838867,143.2198486328125,45.79560852050781,222.6327667236328
2015-08-17,31.089317321777344,79.34920501708984,56.49534606933594,116.65457916259766,28.753156661987305,144.3053741455078,46.75292205810547,222.71893310546875
2015-08-18,31.319120407104492,78.59834289550781,55.8344612121582,117.40193939208984,29.01662254333496,145.31053161621094,46.73943328857422,224.9968414306641
2015-08-19,31.215335845947266,78.52796173095703,55.899898529052734,116.44364166259766,28.771129608154297,145.3172149658203,46.55739974975586,223.56427001953125
2015-08-20,30.844696044921875,77.31561279296875,55.21938705444336,115.85293579101562,28.801063537597656,144.278564453125,46.76639175415039,219.15708923339844
2015-08-21,30.140474319458008,75.63399505615234,54.09393310546875,114.50285339355467,28.51364517211914,142.40228271484375,46.125953674316406,212.3856964111328
2015-08-24,28.227977752685547,71.91094970703125,52.30105972290039,109.74112701416016,27.435834884643555,135.5002899169922,44.33268356323242,201.2867126464844
2015-08-25,27.019689559936523,70.01033782958984,52.03931427001953,106.73948669433594,26.627498626708984,131.98226928710938,42.667518615722656,197.8050079345703
2015-08-26,27.82026481628418,71.59027099609375,53.41996765136719,109.68085479736328,27.22627639770508,136.1636962890625,43.429317474365234,205.43804931640625
2015-08-27,28.702394485473633,73.4205093383789,54.97727584838867,111.9471435546875,27.75918197631836,139.3868408203125,44.03605651855469,209.6444549560547
2015-08-28,28.82841682434082,73.09199523925781,54.80062484741211,111.0973129272461,27.62088966369629,138.1471710205078,43.87425231933594,211.7240753173828
2015-08-31,28.16866683959961,72.10648345947266,54.56504821777344,108.08361053466795,26.869359970092773,134.8704071044922,42.70795822143555,212.5038146972656
2015-09-01,27.382911682128903,70.41704559326172,53.30218124389648,105.48580169677734,26.41842269897461,133.3492889404297,42.06075668334961,207.0685577392578
2015-09-02,27.753559112548828,71.30868530273438,53.832183837890625,106.76361846923828,26.5927791595459,135.5941162109375,42.620323181152344,212.6457366943359
2015-09-03,28.027830123901367,71.1913833618164,53.864898681640625,107.23976135253906,26.556720733642575,136.1971893310547,42.37762069702149,216.1824951171875
2015-09-04,27.19017219543457,69.6270751953125,53.0273551940918,105.43156433105467,26.081722259521484,133.7178192138672,41.40683364868164,212.590576171875
2015-09-08,27.627534866333008,70.43269348144531,53.89763259887695,107.01071166992188,26.64089584350586,136.6193389892578,42.18886184692383,219.99510192871097
2015-09-09,27.056743621826172,69.37678527832031,52.87032699584961,105.2386474609375,26.436464309692383,134.18020629882812,41.73717498779297,221.3499298095703
2015-09-10,27.2420597076416,69.0795669555664,51.882293701171875,105.5159149169922,26.574750900268555,134.1600799560547,41.69673156738281,224.6112060546875
2015-09-11,27.597885131835938,69.81480407714844,51.450416564941406,107.9751205444336,27.10383415222168,136.64720153808594,42.34390640258789,228.14013671875
2015-09-14,27.57564926147461,69.47846984863281,51.50275802612305,107.85454559326172,27.26616859436035,136.30247497558594,42.70795822143555,228.2032012939453
2015-09-15,27.975933074951172,70.04161834716797,51.28028106689453,109.1444320678711,27.536724090576172,137.81637573242188,43.011329650878906,228.4789123535156
2015-09-16,28.253143310546875,70.86285400390625,51.80929946899414,110.55484771728516,27.825319290161133,138.86390686035156,43.469764709472656,228.88853454589844
2015-09-17,28.612775802612305,71.58245849609375,51.571231842041016,111.4348602294922,28.192066192626953,140.17503356933594,44.61581802368164,228.4945526123047
2015-09-18,28.58280372619629,70.77684020996094,51.18771743774414,110.90446472167967,28.55283546447754,139.8776092529297,45.411346435546875,224.9026336669922
2015-09-21,28.96491050720215,71.05984497070312,51.34641647338867,111.98332214355467,28.66103744506836,141.60105895996094,45.66077423095703,230.0307159423828
2015-09-22,28.5753231048584,70.00640869140625,50.63887405395508,110.44635009765624,28.342378616333008,140.0601043701172,45.53268051147461,227.2185516357422
2015-09-23,28.800065994262695,69.7391128540039,50.804203033447266,110.60306549072266,28.456626892089844,140.84410095214844,45.95066452026367,227.5651397705078
2015-09-24,28.477907180786133,69.20455932617188,50.7711181640625,109.2348175048828,28.240177154541016,138.99234008789062,45.78211975097656,220.3023223876953
2015-09-25,28.96491050720215,69.84131622314453,52.07379913330078,110.1750946044922,28.294279098510746,141.42530822753906,45.606842041015625,220.0108642578125
2015-09-28,28.48539924621582,68.55990600585938,51.293514251708984,108.5898895263672,28.041757583618164,140.01284790039062,44.568634033203125,213.07098388671875
2015-09-29,29.024845123291016,68.40266418457031,51.26707077026367,109.95812225341795,28.440826416015625,141.42530822753906,45.391117095947266,211.8815765380859
2015-09-30,29.14472198486328,69.16524505615234,52.15314865112305,110.73565673828124,28.609844207763672,143.0270233154297,45.654029846191406,215.36328125
2015-10-01,29.429424285888672,69.47970581054688,52.62923812866211,112.04962158203124,28.585716247558594,144.59498596191406,45.64054870605469,217.7737274169922
2015-10-02,29.87145614624023,70.54884338378906,52.860694885253906,113.00196838378906,27.77068519592285,146.12237548828125,45.99786376953125,220.23146057128903
2015-10-05,30.373437881469727,73.47332763671875,53.83935546875,115.6118392944336,28.440826416015625,148.75814819335938,46.65853118896485,223.27207946777344
2015-10-06,30.373437881469727,73.40258026123047,53.39628982543945,115.56360626220705,28.368371963500977,146.75767517089844,46.58436965942383,222.50180053710935
2015-10-07,30.530778884887695,74.08651733398438,53.7269287109375,117.06444549560548,28.633995056152344,146.71710205078125,46.93492889404297,217.47084045410156
2015-10-08,30.890419006347656,75.132080078125,53.98481750488281,117.50444793701172,28.76682472229004,147.8457794189453,46.96190643310547,219.05226135253903
2015-10-09,31.0252742767334,74.63680267333984,53.68724060058594,117.582763671875,28.839271545410156,146.7779083251953,46.69223403930664,221.1334991455078
2015-10-12,31.39988136291504,74.52674865722656,53.89225387573242,118.52310943603516,29.07470703125,148.19044494628906,46.5506706237793,223.329345703125
