Date,XOM,CVX,COP,EOG,SLB,HAL,DVN,OXY,MPC,VLO,PSX,KMI,WMB,EQT
2015-02-05,57.62368392944336,68.17024230957031,47.34423065185547,70.49766540527344,63.086952209472656,35.1058464050293,44.54458236694336,59.30982971191406,34.7399787902832,35.87220764160156,50.27367401123047,23.997270584106445,25.10477066040039,38.68064880371094
2015-02-06,57.51681137084961,68.35733795166016,47.2881965637207,70.20450592041016,63.26319122314453,35.11393737792969,44.72962951660156,59.04261779785156,35.30409240722656,35.774391174316406,50.86857604980469,23.95099449157715,25.093955993652344,39.45536422729492
2015-02-09,57.55452346801758,68.86872100830078,47.54045104980469,70.32176971435547,63.38139343261719,35.235416412353516,44.35955429077149,58.68870544433594,35.764671325683594,35.76781463623047,50.754940032958984,23.82952880859375,24.915403366088867,39.95018005371094
2015-02-10,57.208797454833984,68.71280670166016,47.63852310180664,69.81607818603516,62.938228607177734,34.498477935791016,43.98265075683594,58.72482681274414,36.48231506347656,36.470706939697266,50.58115768432617,24.031972885131836,25.61877059936523,40.934814453125
2015-02-11,56.95106506347656,68.58807373046875,47.56145477294922,68.30632019042969,62.57635116577149,34.134056091308594,44.27047348022461,57.76426696777344,36.03245544433594,36.3655891418457,49.59184646606445,23.83531951904297,25.505157470703125,40.89482116699219
2015-02-12,58.06369400024414,69.81612396240234,48.19183349609375,69.47895050048828,63.48477554321289,34.63615417480469,45.079132080078125,59.25205993652344,36.20383071899414,37.14730072021485,50.5474739074707,24.15342903137207,25.95421981811523,40.37480926513672
2015-02-13,58.692283630371094,71.0252914428711,49.49507141113281,71.03271484375,65.27200317382812,35.78608322143555,45.55198287963867,60.02485275268555,37.12956237792969,38.49393844604492,51.56367111206055,24.27488899230957,26.733333587646484,40.589813232421875
2015-02-17,58.491153717041016,70.78595733642578,49.20467376708984,70.71754455566406,65.64864349365234,36.33677291870117,45.675331115722656,59.60597610473633,37.251556396484375,38.57932662963867,51.75211334228515,24.350086212158203,26.863197326660156,40.79481506347656
2015-02-18,57.208797454833984,69.55162048339844,47.972267150878906,69.85272216796875,64.79934692382812,35.948055267333984,43.82502746582031,58.76816177368164,37.542198181152344,38.93404006958008,51.11277770996094,24.396352767944336,26.33837127685547,40.549808502197266
2015-02-19,56.221893310546875,68.23541259765625,47.75270462036133,68.74604034423828,64.23807525634766,35.82658767700195,44.14026641845703,58.21925735473633,37.908172607421875,39.53182220458984,52.10877990722656,24.298025131225582,26.733333587646484,40.78982925415039
2015-02-20,56.52361679077149,68.3928451538086,47.72434997558594,66.7525634765625,63.4256591796875,35.11393737792969,43.735931396484375,57.850921630859375,37.87947082519531,39.88655090332031,52.0482177734375,24.217056274414062,26.49527931213379,40.5648078918457
2015-02-23,55.95159912109375,67.92681884765625,47.39854049682617,67.37551879882812,63.174564361572266,35.00058364868164,43.82502746582031,57.63426971435547,38.15933990478515,41.055816650390625,53.38745880126953,24.30960273742676,26.592674255371097,40.0748176574707
2015-02-24,56.20932388305664,67.98979187011719,47.518943786621094,67.1409912109375,63.004695892333984,34.91958999633789,44.434932708740234,57.598148345947266,37.73954772949219,40.464622497558594,53.83834457397461,24.390565872192383,26.6738224029541,40.87981796264648
2015-02-25,56.32246017456055,68.3802490234375,47.830589294433594,68.18171691894531,62.93084716796875,35.37309646606445,44.85298156738281,57.93036651611328,37.55295944213867,40.24783706665039,53.22593307495117,24.355865478515625,26.71710205078125,41.71480178833008
2015-02-26,55.725303649902344,67.42298889160156,46.64067840576172,66.05631256103516,61.955963134765625,34.5794563293457,42.8656120300293,56.56536865234375,38.40692138671875,40.70764923095703,53.87871170043945,23.841102600097656,26.408708572387695,39.87981796264648
2015-02-27,55.65616607666016,67.18370056152344,46.18029022216797,65.75581359863281,62.15538024902344,34.77382278442383,42.20771789550781,56.247589111328125,37.674949645996094,40.52372360229492,52.80194854736328,23.719640731811523,26.533157348632812,39.904808044433594
2015-03-02,55.34185028076172,66.69249725341797,45.61366271972656,65.2720947265625,62.495121002197266,34.96086883544922,41.70743942260742,56.14646911621094,36.51959228515625,38.5399169921875,51.81941223144531,23.615535736083984,26.527734756469727,40.334815979003906
2015-03-03,55.07784652709961,66.22645568847656,45.8828125,66.2322006225586,62.70929336547851,35.058448791503906,41.97471618652344,56.34147644042969,36.87480926513672,39.46613311767578,52.55297088623047,23.765913009643555,26.592674255371097,41.11481094360352
2015-03-04,54.8012580871582,66.22645568847656,45.507423400878906,66.32012176513672,62.879154205322266,35.025909423828125,42.39275741577149,56.57257080078125,36.60211944580078,38.80923843383789,52.465484619140625,23.736995697021484,26.45740509033203,40.42482376098633
2015-03-05,54.52467346191406,65.95562744140625,44.85579681396485,65.66051483154297,62.642826080322266,34.92019271850586,41.6869010925293,55.965911865234375,36.50883102416992,39.387298583984375,51.73865509033203,23.621318817138672,25.959636688232425,40.27482986450195
2015-03-06,53.8269157409668,65.21253204345703,44.47331619262695,64.91297912597656,61.37990951538086,34.46479415893555,40.55613327026367,54.50788116455078,35.33910369873047,38.58590316772461,50.7157096862793,23.37261390686035,25.856840133666992,39.76480865478515
2015-03-09,53.53147888183594,65.46443176269531,43.89252853393555,64.28999328613281,60.82602310180664,34.18828201293945,39.774898529052734,54.52974319458008,35.798377990722656,38.49393844604492,51.34159851074219,23.187524795532227,26.138181686401367,38.50983428955078
2015-03-10,52.965763092041016,64.8094711303711,43.1134147644043,63.16865158081055,60.0505256652832,33.59462356567383,39.05533599853515,53.81532669067383,34.488731384277344,37.94871139526367,49.82065200805664,23.187524795532227,25.802734375,38.0948371887207
2015-03-11,52.81488037109375,65.20623016357422,43.41797637939453,63.4325065612793,60.02101135253906,33.59462356567383,39.80546569824219,54.13609313964844,34.757843017578125,37.929012298583984,50.170616149902344,23.025577545166016,25.32622337341309,38.76982879638672
2015-03-12,52.94061279296875,64.5008773803711,43.460487365722656,62.81687545776367,59.77727127075195,33.33440017700195,39.34436798095703,54.3693733215332,34.327266693115234,37.955284118652344,49.90814208984375,23.00243377685547,25.39741897583008,38.12982940673828
2015-03-13,52.72060012817383,63.99707794189453,43.658790588378906,62.58235549926758,59.39325714111328,32.675682067871094,39.7091064453125,53.10091400146485,34.5174446105957,38.44794845581055,50.23118209838867,23.089195251464844,25.271448135375977,38.11482238769531
2015-03-16,53.280059814453125,64.94803619384766,44.19710540771485,64.42193603515625,60.01364517211914,32.95218276977539,40.431732177734375,53.2977294921875,35.184810638427734,39.19023895263672,51.34159851074219,23.494068145751953,25.60008430480957,38.67483139038086
2015-03-17,52.85261917114258,64.97322845458984,43.92084884643555,63.615745544433594,59.43016815185547,32.75700759887695,39.94998550415039,52.75098419189453,35.06999588012695,39.34789276123047,51.11277770996094,23.615535736083984,25.627458572387695,38.714820861816406
2015-03-18,54.103511810302734,67.19630432128906,45.07536697387695,66.44473266601562,60.59705352783203,33.82234191894531,41.4571418762207,53.95384979248047,36.24331283569336,40.70109558105469,52.57313919067383,24.037748336791992,26.54214096069336,39.50982666015625
2015-03-19,53.060054779052734,65.9682388305664,44.45206069946289,65.61656951904297,59.82896041870117,33.78981018066406,40.094505310058594,52.39376449584961,35.902435302734375,39.9390983581543,52.162620544433594,24.020397186279297,26.25185203552246,39.21482467651367
2015-03-20,53.14175796508789,67.40411376953125,45.217018127441406,66.45939636230469,60.83340835571289,34.82261276245117,40.369781494140625,53.013427734375,36.69181060791016,40.431758880615234,53.071144104003906,24.361650466918945,26.443553924560547,39.459815979003906
2015-03-23,53.701194763183594,66.7051010131836,44.78497695922851,65.22813415527344,60.56013870239258,34.481048583984375,39.89492416381836,53.115478515625,36.74921798706055,41.04925155639648,52.849063873291016,24.37901306152344,26.876243591308594,39.35981369018555
2015-03-24,53.129173278808594,65.62186431884766,44.30332946777344,65.1108627319336,60.449371337890625,34.58676528930664,39.80546569824219,52.81658554077149,36.49087905883789,40.773345947265625,52.24336242675781,23.841102600097656,26.657161712646484,39.82981872558594
2015-03-25,53.342926025390625,66.54761505126953,44.65748596191406,65.93169403076172,61.51283645629883,35.343074798583984,41.044219970703125,53.7424201965332,36.98603820800781,41.896636962890625,53.16537094116211,23.78904914855957,26.870769500732425,40.54481506347656
2015-03-26,53.003475189208984,66.28311920166016,44.79205703735352,66.9577407836914,61.416839599609375,35.1153678894043,41.33327102661133,53.749732971191406,36.1966667175293,41.63388442993164,52.78850555419922,23.875808715820312,26.980316162109375,39.96481704711914
2015-03-27,52.5383186340332,65.67225646972656,44.57249069213867,66.3714599609375,61.527626037597656,35.18042755126953,40.707000732421875,53.013427734375,35.75532150268555,40.64197540283203,52.229923248291016,23.870019912719727,26.991270065307617,40.034820556640625
2015-03-30,53.8269157409668,67.32225036621094,45.330345153808594,67.52943420410156,62.3917236328125,35.635841369628906,41.78059387207031,53.93196105957031,36.92146682739258,41.88349533081055,53.54222106933594,24.33272933959961,27.73615264892578,41.349815368652344
2015-03-31,53.430904388427734,66.11309051513672,44.09791946411133,67.19965362548828,61.62362289428711,35.684635162353516,41.50531768798828,53.2175407409668,36.73846054077149,41.791542053222656,52.89617538452149,24.32694435119629,27.70877456665039,41.434810638427734
2015-04-01,53.09147644042969,65.99345397949219,44.636226654052734,66.85516357421875,62.24401092529297,35.635841369628906,42.37932968139648,54.12150955200195,36.51241683959961,41.67986297607422,53.7979621887207,24.245969772338867,27.413000106811523,41.39981460571289
2015-04-02,52.99089431762695,66.30201721191406,44.74956130981445,67.94717407226562,62.325233459472656,35.749698638916016,43.0468864440918,54.347511291503906,34.833194732666016,39.282196044921875,52.60678482055664,24.13029670715332,27.54993438720703,42.3048210144043
2015-04-06,53.51263046264648,67.33485412597656,46.31486129760742,69.5302505493164,63.447811126708984,37.31110000610352,43.63873672485352,55.7763671875,35.3570556640625,39.10483932495117,52.86252975463867,24.27488899230957,27.54993438720703,42.104827880859375
2015-04-07,53.902381896972656,68.35506439208984,46.59817886352539,69.0904769897461,63.71369552612305,36.205101013183594,43.58369064331055,55.99505233764648,35.24940872192383,38.48736953735352,52.33759307861328,24.286460876464844,27.67590713500977,42.104827880859375
2015-04-08,52.84003448486328,67.1711196899414,45.904056549072266,68.92193603515625,63.602928161621094,35.96113204956055,43.38410568237305,55.841983795166016,35.39292526245117,38.5070686340332,52.09534454345703,24.321157455444336,27.544456481933594,41.6898078918457
2015-04-09,53.210906982421875,67.35372924804688,47.45518493652344,70.1458740234375,65.32369232177734,37.44122314453125,44.69168472290039,56.73863220214844,35.8306770324707,38.70412826538086,52.364540100097656,24.48889923095703,27.779979705810547,42.55480194091797
2015-04-10,53.782920837402344,67.32853698730469,47.12230682373047,70.79083251953125,65.8111343383789,37.6201286315918,44.63662338256836,57.19063186645508,36.031612396240234,39.236228942871094,52.721195220947266,24.830141067504883,27.867605209350582,42.32980728149414
2015-04-13,53.644649505615234,67.0703353881836,46.98773193359375,69.39830017089844,65.00615692138672,36.953277587890625,44.44393539428711,56.67304229736328,34.87981414794922,37.74507522583008,51.77230072021485,24.859060287475582,27.560888290405273,41.61981201171875
2015-04-14,54.455535888671875,68.54399871826172,48.41848373413086,70.82119750976562,65.58220672607422,37.57133483886719,45.53129196166992,57.810298919677734,35.17763900756836,37.56771469116211,52.37797546386719,24.876407623291016,27.81831741333008,42.2998161315918
2015-04-15,55.36702346801758,69.53274536132812,49.15510559082031,71.92251586914062,67.94551849365234,39.24660110473633,46.07495880126953,59.42138671875,35.17405700683594,37.51515579223633,53.124996185302734,25.11932945251465,28.38245391845703,43.959808349609375
2015-04-16,55.146976470947266,69.37527465820312,48.87886428833008,71.95187377929688,67.86429595947266,38.89689254760742,45.827205657958984,59.3193359375,35.88090896606445,38.27059173583984,53.326873779296875,25.263944625854492,28.524866104125977,43.61479949951172
2015-04-17,54.64412307739258,68.71401977539062,47.94392776489258,71.38652801513672,68.5806655883789,38.13246154785156,45.366111755371094,58.70696640014648,35.421627044677734,37.810752868652344,52.49909591674805,25.39117431640625,28.327693939208984,43.689796447753906
2015-04-20,54.83898162841797,69.4571304321289,48.59553909301758,71.76099395751953,68.29264068603516,38.91316986083984,45.88226318359375,58.5903205871582,35.6405029296875,37.75164031982422,53.36727523803711,25.281274795532227,28.601543426513672,43.299800872802734
2015-04-21,54.6126708984375,69.10450744628906,48.17768478393555,70.9166488647461,67.42115020751953,38.2625846862793,44.92566680908203,57.91964340209961,35.884498596191406,38.31658172607422,53.50186920166016,25.223447799682617,28.23457908630371,43.21979904174805
2015-04-22,54.977291107177734,68.95964813232422,48.07849884033203,71.73162841796875,68.06367492675781,38.311370849609375,45.30418395996094,58.0217170715332,36.645164489746094,38.986602783203125,54.45748519897461,25.489501953125,28.787769317626953,43.644805908203125
2015-04-23,55.02753829956055,69.25564575195312,48.347652435302734,72.15011596679688,68.72099304199219,39.17339324951172,45.62763595581055,58.349761962890625,36.487300872802734,38.90777969360352,54.66612243652344,25.77869987487793,28.78227996826172,43.769798278808594
2015-04-24,54.66926193237305,69.1926498413086,47.816429138183594,71.01207733154297,67.65747833251953,39.03514862060547,45.765281677246094,58.152931213378906,37.01116943359375,39.44642639160156,54.90840148925781,25.645666122436523,28.79323959350586,43.294795989990234
2015-04-27,54.69441986083984,69.08560943603516,47.49770736694336,71.48199462890625,68.18923950195312,39.38484573364258,45.80656051635742,57.90507507324219,36.93579864501953,39.01945495605469,54.55844497680664,25.51264190673828,28.355066299438477,43.044803619384766
2015-04-28,55.19097900390625,69.9798812866211,47.97933578491211,72.28961944580078,68.4329605102539,39.51496124267578,46.4397087097168,58.10189056396485,36.78152084350586,38.55961990356445,54.921844482421875,25.261192321777344,28.43722915649414,43.73480987548828
2015-04-29,55.23500442504883,70.36402130126953,48.20599365234375,73.22938537597656,69.62940216064453,40.019168853759766,47.45136642456055,58.400779724121094,36.7886848449707,38.04723358154297,54.5113410949707,25.18517684936523,28.78227996826172,44.69979476928711
2015-04-30,54.92069625854492,69.94208526611328,48.10682678222656,72.64935302734375,69.87311553955078,39.80771255493164,46.94209289550781,58.393497467041016,35.36781311035156,37.377220153808594,53.373985290527344,25.11500358581543,28.037397384643555,44.96979141235352
2015-05-01,55.85100555419922,68.6699447631836,47.766845703125,72.61265563964844,68.68407440185547,39.93784713745117,47.21736907958984,58.68510055541992,36.83534622192383,38.69100570678711,54.921844482421875,25.22026634216309,28.00453186035156,44.98979568481445
2015-05-04,56.01446914672851,68.2165298461914,47.46936798095703,72.97240447998047,68.66928100585938,40.01103591918945,47.50642013549805,58.34246444702149,36.32942581176758,38.17205810546875,54.40364837646485,25.044836044311523,27.873083114624023,44.84479522705078
2015-05-05,55.70014953613281,68.01499938964844,47.59687042236328,69.41150665283203,67.97508239746094,39.067684173583984,45.86849594116211,57.31456756591797,36.53753280639648,38.11293411254883,54.13444900512695,24.939586639404297,27.11176490783691,44.554805755615234
2015-05-06,55.436153411865234,67.9834976196289,47.618125915527344,69.80802154541016,68.1449203491211,38.76679229736328,46.4397087097168,57.89776992797851,36.24689102172851,37.78449249267578,53.71721267700195,24.951276779174805,27.078901290893555,44.3098030090332
2015-05-07,55.06525802612305,67.74418640136719,47.18605422973633,68.64800262451172,66.63834381103516,37.693328857421875,45.744625091552734,56.57826614379883,36.84611511230469,37.96185302734375,53.7979621887207,24.945425033569336,27.221311569213867,44.039798736572266
2015-05-08,55.93901443481445,68.42435455322266,47.57561492919922,68.64800262451172,68.26309204101562,39.12460708618164,46.721866607666016,56.789676666259766,37.63188552856445,38.81581497192383,54.9353141784668,25.161787033081055,27.90047264099121,45.4248046875
2015-05-11,55.0009880065918,67.61194610595703,46.2369499206543,67.26031494140625,67.77566528320312,38.37643814086914,45.73774719238281,55.90027618408203,36.69899368286133,38.53804397583008,54.20175552368164,24.933740615844727,27.18844223022461,44.93478775024414
2015-05-12,55.153114318847656,67.73788452148438,46.32194519042969,68.58190155029297,68.29264068603516,38.62041091918945,46.501651763916016,55.90027618408203,36.358116149902344,38.048614501953125,54.17483901977539,24.968826293945312,27.44038772583008,45.97478485107422
2015-05-13,54.86155700683594,67.82606506347656,46.31486129760742,67.25298309326172,68.32220458984375,38.457767486572266,45.38676834106445,55.52850341796875,36.69899368286133,38.5446662902832,54.35653305053711,24.653057098388672,29.143779754638672,44.98948669433594
2015-05-14,55.121429443359375,68.29837799072266,46.33611679077149,66.61421966552734,68.07109069824219,37.76651382446289,45.2009391784668,55.61599349975586,37.57088851928711,39.543331146240234,55.318843841552734,24.641361236572266,29.15472984313965,45.41460418701172
2015-05-15,55.36227798461914,68.71180725097656,46.576934814453125,66.42332458496094,68.0489273071289,37.97796249389648,45.324825286865234,56.01693344116211,37.11879348754883,39.43088150024414,54.925777435302734,24.92204475402832,29.466928482055664,45.33958435058594
2015-05-18,55.04537582397461,67.8340835571289,46.77524948120117,67.3998031616211,68.49942016601562,37.99421310424805,45.58634567260742,56.30851745605469,37.59471893310547,39.95336151123047,55.11554336547851,25.044836044311523,29.406681060791016,44.77941131591797
2015-05-19,55.13410186767578,66.79734802246094,46.123634338378906,66.26914978027344,66.88204193115234,36.65237808227539,44.58156204223633,55.287933349609375,37.591121673583984,39.60284423828125,54.6885986328125,25.062376022338867,29.07257652282715,44.08417510986328
2015-05-20,55.22282409667969,66.943603515625,46.40299224853515,66.41600036621094,67.02234649658203,36.57106399536133,45.29729080200195,55.85654067993164,37.61635971069336,39.834327697753906,54.56662368774414,24.90449333190918,29.127338409423828,44.034156799316406
2015-05-21,55.273536682128906,67.09626770019531,46.97603988647461,67.17223358154297,67.96765899658203,37.5388069152832,46.46036529541016,56.09710693359375,37.37478256225586,40.08564376831055,54.89190673828125,24.945425033569336,29.08901023864746,44.28424453735352
2015-05-22,54.836219787597656,66.71464538574219,46.63937759399414,66.26914978027344,67.96029663085938,37.33550262451172,46.43282699584961,56.14087677001953,37.165672302246094,40.33696746826172,54.87158966064453,24.962974548339844,29.02327537536621,44.219234466552734
2015-05-26,54.09466171264648,65.69697570800781,45.72966384887695,65.4542007446289,67.01498413085938,36.961421966552734,45.62074279785156,55.929443359375,36.21382141113281,39.37135696411133,53.780513763427734,24.61212158203125,28.628934860229492,43.499000549316406
2015-05-27,53.94256210327149,65.5824966430664,45.71533203125,65.34403228759766,67.20697021484375,37.09967041015625,45.45558547973633,56.00235366821289,36.40130615234375,39.12004089355469,53.66531753540039,24.553653717041016,28.415319442749023,43.814083099365234
2015-05-28,53.94256210327149,65.6651840209961,45.74398040771485,65.4542007446289,66.94849395751953,36.880088806152344,44.9944953918457,56.665740966796875,37.05390167236328,38.96792221069336,53.9160270690918,24.33729362487793,28.086688995361328,42.83378601074219
2015-05-29,53.99960708618164,65.51254272460938,45.615047454833984,65.11643981933594,67.0371322631836,36.92075729370117,44.884376525878906,57.0010986328125,37.30268478393555,39.17955780029297,53.61787033081055,24.261276245117188,27.988101959228516,42.5486946105957
2015-06-01,53.95523834228515,65.2771987915039,45.56490707397461,65.16783905029297,67.31932067871094,36.937103271484375,44.36824035644531,57.51140975952149,37.33512496948242,38.87533950805664,53.77374649047851,24.144325256347656,28.108598709106445,42.483665466308594
2015-06-02,53.96158599853515,65.2453842163086,45.89441680908203,65.90939331054688,67.9505615234375,37.49229049682617,44.6159782409668,57.91234588623047,37.14762878417969,38.6967658996582,53.60432434082031,24.144325256347656,28.064786911010746,42.54368591308594
2015-06-03,53.84113311767578,64.9845962524414,45.70100021362305,65.35140991210938,67.84660339355469,37.247344970703125,43.98283767700195,57.132301330566406,36.848384857177734,38.20073318481445,53.062164306640625,23.89872932434082,27.336336135864254,42.54368591308594
2015-06-04,53.37848663330078,64.48848724365234,45.127952575683594,64.15465545654297,66.88858795166016,36.50434875488281,43.41162872314453,56.35226058959961,36.17415237426758,37.61872100830078,52.4387092590332,23.448471069335938,26.57500267028809,42.003517150878906
2015-06-05,53.41650390625,64.61569213867188,45.15659713745117,65.84331512451172,66.96287536621094,37.33715057373047,43.90713119506836,57.65719223022461,36.38687896728515,38.18752670288086,52.89275741577149,23.623899459838867,26.711936950683594,42.03852844238281
2015-06-08,53.77778625488281,63.87151336669922,45.43597030639648,65.42481231689453,66.36875915527344,37.08405685424805,43.01246643066406,56.84025573730469,36.22103500366211,38.108131408691406,52.30316925048828,23.506940841674805,26.531185150146484,42.03351593017578
2015-06-09,53.60665512084961,63.87151336669922,45.170936584472656,65.4101333618164,66.7326431274414,36.96974182128906,42.75095748901367,57.02425384521485,35.813602447509766,37.797306060791016,52.03889465332031,23.53034210205078,26.38330841064453,43.04884719848633
2015-06-10,54.00594329833984,64.76832580566406,45.85858917236328,66.37928771972656,68.04711151123047,37.753562927246094,43.91401290893555,58.01784896850586,36.7005500793457,38.49834442138672,52.723350524902344,23.524486541748047,26.388853073120117,42.903812408447266
2015-06-11,53.92989730834961,64.31676483154297,45.865745544433594,66.55548095703125,67.33417510986328,37.247344970703125,43.47880554199219,58.06200408935547,37.519012451171875,39.45072937011719,53.31290435791016,23.2613582611084,26.361122131347656,42.61871337890625
2015-06-12,53.25171661376953,63.52168273925781,45.4932746887207,65.73316192626953,66.9480209350586,37.133026123046875,42.73965835571289,57.24505233764648,36.79790496826172,38.9216194152832,52.621681213378906,22.758466720581055,26.05615234375,42.178565979003906
2015-06-15,53.06158447265625,63.152793884277344,45.32135009765625,65.50558471679688,66.41331481933594,37.190189361572266,42.57386779785156,57.002174377441406,36.81953430175781,38.670310974121094,52.9130744934082,23.015756607055664,26.366668701171875,42.09853744506836
2015-06-16,53.67002868652344,63.629844665527344,45.43597030639648,66.13699340820312,66.60639190673828,37.08405685424805,43.14722442626953,57.78231430053711,36.91328430175781,38.96792221069336,53.12318420410156,23.091772079467773,26.57737922668457,42.333621978759766
2015-06-17,53.70170211791992,63.45172882080078,45.192413330078125,65.35875701904297,66.59154510498047,37.32082748413086,42.58077621459961,57.995750427246094,36.99260711669922,39.42427062988281,53.42811965942383,23.109317779541016,26.92117500305176,42.43364715576172
2015-06-18,54.17705535888672,63.763389587402344,45.07781219482422,65.20454406738281,65.8192138671875,36.39821243286133,42.44260787963867,58.21653366088867,37.4541130065918,39.86077499389648,54.23456573486328,23.436779022216797,27.154067993164062,41.28827667236328
